Gene	a.0	a.2	a.8	a.16	b.0	b.2	b.8	b.16
Gene4599	5889.14415	6035.055685	6699.49972	7891.239395	6783.056734	6043.370859	6550.035963	6354.352769
Gene11129	5992.754842	5700.645196	5982.896351	7932.994821	6025.481504	6316.211469	5926.36185	8367.117633
Gene6530	7893.03067	6519.33916	5802.505538	4577.031521	7431.880486	9280.040344	5131.359971	5602.828969
Gene7686	6215.430434	7709.047603	6415.018585	6115.21154	6749.333319	7015.902645	6358.667136	5645.347089
Gene12881	6886.801366	4032.944631	5790.582762	7204.883121	7186.085577	7549.631501	4522.63441	9048.776347
Gene5347	7727.198573	8315.181279	7014.820155	4391.399668	6130.524859	6602.63407	6399.567489	5639.896537
Gene1675	5060.931319	4142.05666	7117.496727	10574.09354	5281.489525	2899.427388	5908.471599	11219.44011
Gene12114	8108.392373	10034.70566	6235.141809	3680.841783	5267.786474	7418.022877	7089.85682	4359.774283
Gene12607	6142.81828	7820.938966	6571.264536	5876.564564	5770.471703	8176.002882	6386.65028	5434.243745
Gene9182	7115.207322	7631.152125	5925.450837	3476.158366	7154.003111	10700.89697	6816.687695	3345.703949
Gene12003	6377.424792	6080.965132	7037.854199	6782.951916	6253.49735	5639.178621	7804.191618	6183.722365
Gene3093	7122.034017	8267.106773	5808.725999	4469.318452	7382.171073	7259.400805	6478.729342	5368.248447
Gene5412	7075.899786	5520.726808	5974.540994	8021.852187	6394.202475	5494.785481	6132.157845	7526.640339
Gene272	4904.52836	8568.409468	8785.855939	4849.095076	4946.867189	7959.863955	6858.628546	5251.969174
Gene439	5464.042028	8355.991824	7374.368864	5769.76832	5570.064041	8322.987184	6263.633665	4972.636343
Gene11794	5814.521888	6740.335011	6167.498412	7617.348339	6503.45418	6256.886705	6307.785405	6636.397008
Gene1603	5651.245979	4729.963334	6627.880753	8993.196121	4474.016415	5436.875891	6735.136792	9389.496026
Gene6014	6807.808835	6842.341699	6319.697101	5464.051994	8565.299298	6056.950231	7391.815238	4579.158287
Gene7772	7202.520838	7163.177346	6048.296924	5079.352948	6383.53098	6372.510758	7078.809255	6689.004691
Gene5151	5856.859359	6013.872459	6812.683096	6870.904394	5392.361192	6418.594943	6661.423015	7976.30115
Gene11355	8480.610635	4593.447075	4797.217704	6820.981048	6858.004202	7904.423392	5876.865676	6667.506304
Gene4453	6025.958724	4922.343399	7378.210903	6287.67514	5926.666195	8106.436308	6014.44714	7291.512433
Gene13426	6820.069054	2524.303016	6042.322173	6757.307422	6429.313469	8845.080178	6082.410793	8450.459767
Gene11176	6825.212901	7401.046539	7280.12055	5388.171411	7564.292723	5915.069882	6213.595647	5362.673058
Gene6078	4960.488812	7165.774507	6644.68462	7353.811206	5832.61278	5634.479376	7386.151286	6966.106977
Gene11066	5584.045616	6618.948482	7563.380967	6639.724206	4683.243968	5927.435135	7091.21178	7828.934835
Gene10428	7570.672857	6719.38292	5822.973209	5411.679556	7784.656459	7306.407365	5489.914655	5825.499225
Gene7695	7435.444317	5090.643157	4997.210683	7812.064004	7998.816137	5391.216373	7673.014785	5484.852318
Gene3320	7427.146294	5691.615306	7119.974297	6008.405856	6409.962838	6427.5339	6386.27474	6409.148137
Gene8677	6640.59669	12218.67133	6189.114557	4053.552517	4743.086616	8113.10645	6749.77555	3167.598867
Gene7747	5849.29152	4458.981489	6954.593875	7086.908672	7104.269783	5678.977856	5724.826097	9015.701695
Gene12377	6157.562031	5040.019774	6642.912337	7066.076303	6651.022194	5979.575558	6984.154273	7346.249274
Gene3724	7207.426965	6863.693988	5371.608794	6751.300715	8473.940887	5685.372356	5617.403429	5882.634066
Gene12396	5515.015489	4682.051024	7003.293695	8229.719869	6554.696284	6200.662237	6518.64142	7139.971785
Gene12801	5876.272171	6641.852313	6907.865921	6228.107131	6067.192319	6843.208902	6710.973844	6534.896975
Gene9799	6097.918481	6619.640628	7876.41876	6526.449842	5825.555699	5235.580508	7754.787746	5872.644825
Gene4212	5740.056274	6050.794233	6537.627829	7185.811851	6028.140588	5841.957078	6664.491222	7746.348019
Gene5562	7958.886291	4709.387961	5683.510111	6592.341636	7787.395704	7388.398837	5344.971715	6321.946395
Gene11367	5656.393094	5064.732195	6842.484441	6976.506318	5534.1021	7741.001164	6231.867984	7706.178412
Gene10121	7540.217816	4181.092694	6439.89219	7185.132056	6849.848481	6166.082727	6843.265633	6518.703671
Gene7053	7072.36725	6317.311751	6590.712769	5456.285276	6134.963375	6136.867281	7310.597645	6695.834733
Gene9998	6351.564285	7224.217113	5921.128185	6001.821323	6049.374734	7314.685057	5744.432707	7106.007528
Gene10123	8007.966177	2099.488618	7688.105802	6500.2031	4663.14078	6172.301102	8748.346629	7832.18216
Gene12818	4430.856375	10419.35196	7179.507186	4930.735785	5365.64577	7616.835008	7330.078875	4437.811615
Gene499	6673.022469	8390.801548	5466.457294	3924.680791	6905.859714	9099.650832	5491.456712	5750.938539
Gene10499	5875.460477	6397.710695	6569.788128	8708.400139	5832.53407	4831.595297	5914.703237	7554.735364
Gene431	5645.07798	8044.490624	6014.7975	5798.621533	6720.779288	8712.046605	5542.800255	5202.402063
Gene8808	7668.160864	5671.244533	5466.293275	6225.840915	7064.499282	6624.020631	6284.35119	6663.438918
Gene8164	6987.13312	6726.623704	6958.551299	6734.780621	6418.690276	6608.21591	5393.07834	5823.533802
Gene7347	9001.058478	3744.94538	5777.159675	5595.783331	7881.607675	7968.349053	6444.892683	5199.38802
Gene10884	6402.874601	7715.70633	5609.67029	6260.798146	6594.089779	6078.119858	6847.712337	6103.713542
Gene8902	7393.753191	8705.475175	6501.70817	4575.106274	6078.153953	6912.762262	6569.262655	4867.323848
Gene2303	2767.221411	7450.908987	10010.03505	5077.874044	1998.120441	6700.375944	11511.12693	6084.634621
Gene8769	5660.302729	7221.700829	7186.541951	7068.652738	5933.17774	5856.49327	5878.745892	6789.553877
Gene7568	9743.048933	5596.543565	7345.539222	5058.754528	5397.170381	4354.128985	8136.249623	5950.612071
Gene9823	6486.022281	7077.97708	6339.237242	6116.712771	5488.713913	7258.835188	5621.18581	7179.500572
Gene4673	6132.949262	6793.192971	6363.372645	7694.305703	6174.777415	5598.14926	6850.224704	5958.1733
Gene5096	6666.974817	3661.488014	7558.755287	5698.845234	6590.107881	5755.252133	7941.722854	7683.819907
Gene9083	6138.75787	6679.417162	7037.473788	6591.698251	5450.407079	6807.406433	6034.52161	6805.275538
Gene1777	4502.397421	4656.595152	7435.363743	7837.997929	4437.93915	5089.938656	8197.603231	9379.72998
Gene8362	7581.985958	5469.123524	6008.468069	4804.667988	10946.58579	4682.15076	6412.73848	5624.646121
Gene6190	9087.202232	6468.719704	4872.625237	6552.370313	7352.034384	5279.152455	7182.633852	4734.817449
Gene12616	7124.665946	4214.53277	6177.966946	6831.233058	6402.482878	8035.683174	6848.044497	5885.905857
Gene4382	5914.506241	6137.380667	6473.883243	7508.86035	6615.496022	5257.226828	6432.688229	7172.642435
Gene10387	2474.441575	7071.755521	12765.51685	4924.989339	2904.095032	8090.3888	6285.901612	6994.251133
Gene8049	7551.376583	7353.392542	4998.435101	5679.168154	7917.260954	5325.771944	5230.851142	7442.745644
Gene11673	6896.142437	6385.614827	6220.769115	5899.243152	7323.977252	5545.996089	6254.814184	6969.730034
Gene7858	7807.625274	4729.445587	5962.003493	5389.598326	6445.261176	7234.51485	6954.841017	6970.563965
Gene6866	6524.73644	6272.015376	5933.614064	6772.267971	7016.928539	6621.087601	5938.610226	6365.791191
Gene13633	6841.192329	5985.855051	5620.515105	6593.211985	6795.838352	8194.424249	5363.160983	6043.075944
Gene6902	7429.698805	5947.186534	5364.407235	7602.267239	5229.096547	8023.861948	5491.242022	6343.50135
Gene13015	5211.211751	5602.487668	7655.638409	8209.30691	2600.782649	6626.439796	7294.739489	8228.133757
Gene10056	7001.345344	7151.551492	7234.045264	5244.90789	6340.137174	7879.49732	4909.579619	5664.136623
Gene10098	6819.965343	6728.648026	6529.18027	6874.886751	6647.362573	5999.906661	6211.417561	5604.581994
Gene3617	6473.970784	5347.783527	7568.35759	8048.65684	6074.045388	5183.930378	6313.065224	6399.500196
Gene4819	6125.939763	5043.046825	5684.367394	5720.27734	8782.681468	6911.80909	6876.161718	6259.582551
Gene11386	6606.085409	4862.633439	8687.920084	5802.044314	6527.341966	6592.279679	6314.180862	6004.754175
Gene11785	9497.006647	6421.573461	6309.386818	3786.215431	6928.200569	6743.229889	6489.994252	5207.879591
Gene6426	5864.211004	6760.203759	5646.401865	6521.3942	6669.923634	6505.498145	6901.187209	6512.689268
Gene6893	5699.554582	5186.793065	6817.921595	8799.328796	4909.90121	6078.494153	6365.878471	7515.025224
Gene4404	6557.729456	4703.522811	8155.286021	6150.857108	6303.301076	5899.10646	6862.937054	6737.664602
Gene5977	6421.261482	5832.317502	8165.52924	6566.567095	6031.380829	5500.298986	6478.100002	6374.718575
Gene5018	5202.330756	7335.830472	7447.681346	6096.912071	6298.051475	5888.411493	6822.141008	6273.276448
Gene4176	6330.654255	7200.672241	5993.122901	5475.354026	6922.042117	7111.512705	5863.42245	6464.94768
Gene12554	7732.47072	6262.044389	6827.490619	4554.898815	7129.105142	5556.295013	7453.866219	5832.482975
Gene4522	7717.993645	4842.814902	7193.425803	5214.488936	7248.821643	6408.179422	8024.940742	4696.95987
Gene7973	5839.28205	6391.959138	6032.510138	7038.817779	7171.314572	6930.04842	5234.498836	6697.311902
Gene4422	6184.994959	5361.094722	6628.89688	5806.668816	5559.595143	6760.838648	8665.354689	6366.364656
Gene2257	5137.835102	5983.332525	7822.629681	5806.598578	4890.045253	7217.712114	8257.560305	6215.01466
Gene6951	6890.712666	6108.143818	7339.536852	5975.334855	5714.291197	6797.194791	6592.242096	5891.204042
Gene6431	7107.465354	6712.252999	6036.667698	5752.342183	7006.527113	6492.68935	6767.778826	5432.071667
Gene9792	4840.341163	5644.384581	6568.732583	8399.874047	6426.905594	4798.400496	7399.477218	7217.755712
Gene1730	5565.154876	4206.5227	6262.37166	8638.820724	5473.87927	4495.173743	6503.753614	10138.41603
Gene3755	6543.394417	5880.917429	6310.920813	5591.158929	6882.985295	7745.147525	5424.071276	6895.774273
Gene7220	5546.627203	5444.32235	7024.743278	6672.532457	6121.790339	5740.865913	6886.015151	7831.407251
Gene7171	5661.031284	6835.686202	5739.531032	5924.821203	6938.465423	8975.643171	5507.003464	5685.096707
Gene7440	5774.904923	6178.611561	6150.258709	6187.873153	6179.222971	9262.431325	5175.296079	6358.520297
Gene5821	5877.240225	7006.497081	5778.900428	6115.047536	6652.353344	7225.472219	6616.487289	5993.462021
Gene13008	5265.317072	4815.916436	6845.918265	7334.209649	6036.72603	6286.762909	6806.115593	7871.909292
Gene1771	3654.883901	5932.500509	6312.793064	9933.675806	3434.960302	5590.17535	7640.399214	8757.346061
Gene11260	6143.131609	6473.398256	6010.415312	6248.386536	6725.063132	8370.710452	5515.319639	5760.503921
Gene5272	8244.194106	5939.146482	4995.549531	7022.421841	7425.130748	4622.741842	5872.17192	7110.157182
Gene3917	7193.483849	6421.929871	6703.316487	6591.007104	6331.661245	6555.833615	5321.457151	6102.58128
Gene7683	5384.962061	8033.248146	6131.85103	5996.155418	5490.872543	7264.79582	6944.168631	5972.992436
Gene6782	8225.927268	4673.720054	5634.400856	4825.460456	7963.379058	7941.913662	5361.088609	6590.076345
Gene3550	6763.866292	5193.323167	7383.956488	6061.164916	6391.36499	7224.775853	6234.422675	5959.024524
Gene8528	5115.009468	6889.803434	7759.201225	5577.632322	6148.993919	8124.032703	5820.444901	5755.910093
Gene11479	4949.662302	7485.146828	6718.184007	5716.583732	4197.199943	9254.726163	6190.95827	6673.805369
Gene971	5699.062384	4881.38127	6891.731126	8101.735014	5603.323044	4220.510036	6565.192324	9218.054754
Gene4459	5761.667121	7130.117369	5777.571894	6980.616289	5099.966666	7098.371347	6005.555759	7294.126399
Gene167	5056.412677	6324.111267	6767.354686	7647.680059	4745.161424	6592.315094	6907.815138	7104.05976
Gene8641	6236.765808	6853.460207	6490.80406	6135.848619	6492.525798	6451.181177	6939.319758	5537.035843
Gene5454	7408.594687	5519.798333	6153.06378	7351.706861	5872.509545	7002.18184	4347.168371	7464.962074
Gene12164	6586.056753	7838.460997	7020.83544	4524.456664	6529.597567	5907.151008	5291.575832	7414.210078
Gene7193	5590.422887	5804.779792	7633.941585	6306.96544	5548.640376	6211.755799	6609.24104	7392.48907
Gene2233	4046.180415	4741.753483	9245.606123	7980.797965	3810.069773	5217.672019	7047.904059	8991.48763
Gene10574	7189.88741	6339.699049	6584.059206	5737.030543	6745.333945	6446.389366	6442.219959	5587.166583
Gene7604	8267.324375	10273.57941	4816.988274	6417.330381	5244.125599	4815.528353	5714.698182	5493.135023
Gene10844	6933.803034	5728.401479	5416.838819	8339.9475	5773.513606	6874.622303	4983.395297	6982.076347
Gene7547	6313.258606	6393.897319	8127.115834	6140.428096	4954.003111	6561.187281	6342.336565	6185.058519
Gene5175	7916.080326	5322.949734	6400.753555	5763.400211	6971.535986	6322.560352	6430.796938	5886.722639
Gene10350	5889.754924	6369.236125	5142.688471	9129.000195	5527.548031	5718.630724	5857.382614	7379.309755
Gene5049	6266.000562	4806.412246	6225.397383	8207.544786	5335.491449	6059.873171	6707.441852	7402.147209
Gene1081	5672.442541	5100.947333	4772.296292	8665.82295	5495.300755	6336.601657	4887.25868	10051.18319
Gene7394	6133.566836	5697.779808	7285.322475	5928.103743	5825.213683	7562.023694	7245.656543	5273.315413
Gene457	6880.223269	8219.065826	7128.115021	4742.970494	5763.276025	7543.915904	6375.717726	4278.917157
Gene6542	6086.519428	6174.026887	6335.941787	6792.71062	6673.990373	6634.756094	6615.950446	5603.924696
Gene7243	5275.519474	3854.363253	8257.623731	7069.920615	5404.254984	6015.054172	7394.635805	7626.693283
Gene11715	6577.176177	7049.587042	5793.51221	7765.826471	6447.860562	4889.429668	5746.592765	6616.901201
Gene8313	6493.941592	7625.284166	5832.095253	6333.298572	5678.788784	5709.016481	6241.945505	6965.237038
Gene1238	5431.721823	4470.310155	7326.443022	7431.113821	4659.956767	4152.806671	8467.284491	8934.550142
Gene543	4594.291608	13071.41399	6583.528583	2958.106386	2678.063193	12664.26019	5151.054541	3169.806395
Gene2093	4941.356406	5122.844307	8435.028905	6467.139071	4809.591967	5117.514484	9038.833808	6934.730925
Gene8449	5588.367703	7906.633595	6627.903326	4890.699929	6935.876149	6422.242788	6806.030613	5650.469451
Gene8181	7370.39976	5109.342292	5996.871384	5529.951623	5915.632639	10045.68386	5383.435546	5468.410336
Gene6313	6729.737942	5650.482191	6267.067812	6946.478553	6133.443073	6835.906194	5917.96503	6332.910934
Gene9820	5682.403539	6953.725707	6056.259453	7729.22566	6052.733388	6461.191871	5211.968603	6665.210759
Gene3631	7157.448053	6464.005397	7389.448247	4779.564787	6125.765575	6437.94312	5702.12596	6721.396552
Gene3970	5925.592967	5554.434697	6032.669389	8402.27714	6934.69767	5664.816439	4221.165957	8041.217934
Gene529	4700.763688	9593.566375	7137.01995	4755.62866	3636.428782	10206.75581	5629.241878	5114.646293
Gene13250	7167.243356	7231.407763	6128.896789	5325.480808	6121.211539	6596.545301	6197.644021	6002.125611
Gene938	3956.664906	4234.534285	7240.130452	10717.27188	3903.654786	3780.758107	6205.587041	10715.20864
Gene11980	6551.063924	5187.671707	5765.093134	6421.282805	6545.393846	5427.264537	7704.840461	7149.043535
Gene6192	7445.029954	6406.08583	5567.608343	5514.31459	7094.172577	6721.777732	6295.362896	5674.53664
Gene13158	5430.423351	4138.849187	7115.621825	7799.767359	5962.496641	5734.511712	6252.527531	8282.964773
Gene9189	6873.259484	5259.527599	5440.823672	6475.248446	8469.877169	7253.1668	5691.788237	5231.747426
Gene10805	6774.237325	7284.11443	5529.492869	6169.344816	7757.428432	5182.20986	6310.51899	5681.281137
Gene12574	7441.914881	6854.178273	6655.144174	5091.560099	5926.148486	7571.629584	6030.306429	5109.268691
Gene6602	5650.510443	7061.761464	6512.604598	6383.54125	5316.18158	6698.642964	6303.359718	6741.768987
Gene4215	5505.507777	5663.296345	5950.754901	6809.655968	5764.047708	6385.960749	6975.037829	7595.522212
Gene3697	6324.166115	7010.350633	5993.381155	5839.717034	5279.270492	6391.976682	7086.928988	6710.169151
Gene6555	5042.88345	7475.09299	7519.952683	6543.646772	4569.208757	5786.632943	7752.014105	5939.917675
Gene10097	5479.611969	6655.398711	7925.785327	5123.374105	5531.778704	8286.243281	6818.900702	4804.886516
Gene9197	6996.684154	7873.193323	6330.33197	4681.467001	5722.895556	6417.431891	7338.333341	5255.621375
Gene6968	6653.75159	8177.190358	5682.901717	5626.13809	7562.087112	6844.668529	4279.615141	5785.566061
Gene6755	6338.720919	6830.644779	7003.326459	5827.96981	5342.665508	6210.347413	6452.23525	6599.646289
Gene7842	6134.558809	6125.096245	6522.165179	6850.806299	6182.106586	6472.131273	6613.669653	5684.984904
Gene7419	6023.725557	2443.565606	5013.453326	9520.659306	5898.087974	7079.202636	4901.552214	9697.665948
Gene575	5365.545216	7874.866492	7955.634936	4622.840756	5482.987724	8014.857636	6640.80253	4619.29196
Gene7256	5964.146351	6389.816836	7284.626379	5560.447849	6536.625459	5921.875572	6495.708258	6417.46394
Gene12862	3883.880535	7650.830042	6526.390048	5883.21941	2580.20061	11183.34844	7011.847434	5838.01052
Gene9141	3224.642795	8647.15608	6069.990286	4302.110621	3676.939938	13074.54564	4629.324907	6925.694972
Gene9044	7682.84158	6418.775068	6188.524234	5127.991544	6951.579726	7347.080715	5282.372988	5546.736435
Gene5975	4274.655007	4380.298895	8216.382935	7271.421452	4066.333663	7078.942814	8129.892022	7126.536056
Gene7230	5361.467057	7070.974865	5559.143992	6942.29323	6466.870037	5872.075114	6944.875486	6323.83502
Gene8874	5115.944087	5355.638234	8078.60265	7069.050381	3925.182199	6557.472202	7222.981838	7197.046735
Gene4211	6077.323341	4454.77841	5436.490818	6988.203294	6627.772026	6642.306601	5837.645816	8420.916353
Gene4732	5979.57972	4132.450497	4804.72499	9896.552641	5493.839843	6474.366934	6020.782167	7681.054127
Gene78	4827.834911	7067.364465	7001.71202	6460.633219	4806.922362	6193.904253	7684.511807	6427.253183
