	Gene	X0h.a	X0h.b	X2h.a	X2h.b	X8h.a	X8h.b	X16h.a	X16h.b
1097	Gene1097	139614.677	138969.9048	211060.1634	206247.13	236905.3379	221893.9582	285410.7517	326230.801
2653	Gene2653	254429.5527	247931.2005	144483.3706	186324.2767	186288.2066	197804.8302	281116.1664	258992.093
5458	Gene5458	244020.1764	103848.2596	224569.598	105449.1344	348412.7071	376443.9812	158470.7717	181929.6564
4734	Gene4734	225127.1088	225473.2419	200281.6756	226052.5926	215250.8062	211838.3697	212928.7464	213422.7909
2526	Gene2526	286959.8639	301005.6311	160175.481	213536.113	206944.9284	236587.4725	157938.7165	156175.4594
1378	Gene1378	206131.7892	211396.1812	169473.9152	174311.9066	148694.5922	156109.4658	327647.0533	323643.5329
1769	Gene1769	55249.38236	122779.8036	164091.2893	92001.45302	208021.1637	145064.8876	414322.4496	512648.0418
3746	Gene3746	222880.7077	235212.4065	189583.4303	211646.537	210520.8063	217685.1278	215273.02	206083.5064
8709	Gene8709	272273.4122	171926.715	311013.0723	248866.1669	206142.6228	224930.1274	127700.0265	145115.8945
8849	Gene8849	228133.3576	228766.1096	251354.6156	215431.0107	214873.0642	209006.4058	182693.4907	172778.7973
1245	Gene1245	177879.6259	140562.0654	138917.5104	143053.1624	214039.9388	219874.3969	333826.2389	332344.6469
4345	Gene4345	236915.4674	230472.0609	158756.7133	226719.9389	224339.2976	224968.2315	196736.336	193267.9959
3070	Gene3070	223572.2857	230723.7743	235062.86	257353.114	212454.7391	213614.3313	155010.2021	160457.916
10564	Gene10564	196040.9705	193752.0307	132486.7993	147609.9816	278075.9873	267194.0574	239706.5458	231631.1115
9863	Gene9863	214637.0161	214481.1238	148887.1298	184349.5333	212467.8382	219131.4017	245065.0377	245690.2778
7464	Gene7464	240794.2739	256210.9869	256172.1536	205499.2666	193621.6625	195074.2526	168175.7798	164222.4403
11610	Gene11610	224184.7014	226225.9869	234559.1364	202708.5668	195565.9397	199812.7563	190883.1204	196626.1856
11617	Gene11617	207934.3356	211227.0194	232553.8505	205583.4246	199994.0135	203393.5593	199797.0669	202312.9754
2449	Gene2449	278176.4967	247463.4289	163662.3617	165279.1379	195741.3968	233495.1033	183136.8233	192793.1651
12740	Gene12740	222409.9322	225810.3081	134735.5875	246233.2227	223707.8417	221186.6239	189462.6761	192639.2144
12956	Gene12956	224007.4465	216331.4977	183646.6679	169560.6224	205548.5459	224120.1316	221669.5144	210155.9604
13331	Gene13331	173178.6076	183123.2954	191008.989	184997.6335	207130.3617	207201.9904	248285.7746	253945.3758
6778	Gene6778	228500.6092	237690.2897	180862.3064	242493.5535	182792.8835	194552.1655	175520.446	202143.6303
7139	Gene7139	233822.3009	222246.4605	137742.2786	193540.9524	181819.4303	190803.777	228956.0667	231256.1531
11535	Gene11535	184270.1918	173963.245	188564.2953	182038.1902	210989.3834	214674.9468	221666.6311	226010.8005
10227	Gene10227	216915.988	218021.2352	165517.6255	212981.0695	194170.0756	201476.5461	196668.4487	195723.5353
6603	Gene6603	256594.3298	134442.6989	282548.4302	260151.8505	196840.8613	209494.4671	118699.6449	138675.516
11852	Gene11852	217686.9418	196175.6017	233320.5793	194058.7671	194216.6938	195931.9493	172312.406	192958.5961
6671	Gene6671	193413.904	208715.9336	200625.0566	200021.5046	206196.4095	197870.3948	198254.801	190265.425
12734	Gene12734	241567.7568	235356.0732	106802.0979	264361.1203	222372.2048	206187.8122	148237.793	157419.3799
3427	Gene3427	269162.6855	219633.7973	247646.7268	188898.151	195329.9813	215227.4524	119628.9255	125534.6493
11606	Gene11606	230765.1991	175817.3289	207946.8176	210856.0883	190955.6756	198084.1761	164901.3173	200628.4659
2201	Gene2201	147960.0935	147648.5362	187412.4541	159266.2453	240699.5197	224324.3288	226153.14	241568.7233
3110	Gene3110	226830.8192	227388.2045	234299.8439	206683.6029	187450.3752	192641.5335	141378.4644	142006.3119
12237	Gene12237	206803.5401	219720.9946	206997.251	205643.2684	189962.3509	194748.5027	163495.2836	159839.677
6930	Gene6930	257112.8302	265179.2975	114646.783	194346.2241	194258.0948	211071.914	157229.6704	151807.8475
4225	Gene4225	209896.0326	217420.4372	201173.2565	194596.0797	173340.492	180931.9076	185239.9465	182296.002
7109	Gene7109	203547.3604	209259.0839	236431.2565	204589.6774	188402.599	182774.3344	154332.7975	162060.4229
8856	Gene8856	199299.923	201652.8301	176724.0919	176113.1364	194147.214	193229.9864	208702.7657	187370.3927
6422	Gene6422	210534.5891	225386.3771	173975.8288	181328.6788	199425.3165	218634.9772	149574.5563	174622.3024
5983	Gene5983	211652.3327	209422.9163	206328.0239	198213.4164	181219.9656	180867.807	176066.8078	168587.2756
9646	Gene9646	190861.4435	180563.4265	194952.6106	168443.7929	202904.3931	207546.2325	194628.8692	191713.0179
10340	Gene10340	219581.8385	278079.2368	223300.8214	218990.1627	158370.4824	194544.8055	101168.1074	129298.4956
6610	Gene6610	235984.368	236297.394	174750.7762	200310.2018	165177.0576	172389.7073	160275.8648	168152.9261
11815	Gene11815	189128.0611	176600.536	175751.4485	138760.6934	195142.1821	181891.414	218301.0597	234453.5906
3380	Gene3380	207635.7628	214349.5993	268622.7874	197093.8349	177800.3584	184175.1261	127067.2874	132750.1823
3852	Gene3852	200116.9227	201898.7772	121626.7394	141632.6306	220261.2319	240018.93	193916.1325	187223.6816
625	Gene625	79096.0889	90116.27105	295905.5597	283553.4155	281337.7259	235389.2023	114067.7263	125670.369
2578	Gene2578	303916.8592	309170.3005	158735.2312	170100.2072	131541.107	157193.5786	141264.4554	132411.817
10271	Gene10271	214765.6259	214690.7618	186815.0418	183000.6986	168514.1391	183333.974	176186.0334	172915.656
3159	Gene3159	202469.3588	196622.0892	239033.5736	209324.3932	194495.8107	181144.3946	136044.0295	135598.919
59	Gene59	91838.2371	94397.63072	211354.5965	168574.837	222183.274	208524.4337	249270.4418	248039.3575
1257	Gene1257	145751.6506	161037.9037	178222.8832	141939.8417	187652.8042	177067.1903	239097.1277	254143.133
7483	Gene7483	188044.3804	198208.3541	230805.34	173056.8875	186294.1287	186089.5027	156799.5982	162940.2081
2470	Gene2470	270657.2679	265820.2905	159561.1752	220370.8403	137130.344	157522.7955	135458.2662	126103.4577
6371	Gene6371	209975.4343	229614.3356	185467.5153	200474.9307	164363.2851	172623.2271	146465.3365	162859.2011
2955	Gene2955	201132.9154	199168.6719	217055.0973	212155.5603	177788.0084	171797.5853	137951.9508	146425.9796
1161	Gene1161	133085.7831	150101.1254	129357.8401	149044.8151	191143.7957	185956.5512	251995.2516	266462.0183
11620	Gene11620	196305.529	197065.0587	190749.0078	172983.7092	172113.8394	176572.2554	177317.7193	173505.9521
6731	Gene6731	222080.1657	208601.9225	133759.5364	197666.4336	184625.0141	195820.9517	160104.8341	153616.5191
11694	Gene11694	173582.0758	195505.1617	184514.4689	163809.5725	156050.4049	171584.414	195115.9832	215266.709
11902	Gene11902	181475.4396	173521.1506	196319.8395	177511.7214	187649.0795	193241.5787	167499.2792	175577.6936
9075	Gene9075	171170.6392	184990.6972	218194.1627	202734.0254	188981.4436	191440.8457	143867.9968	149175.6886
483	Gene483	63797.48613	61003.80135	286715.5971	259359.8066	269099.8175	243547.2499	132583.6182	130572.8775
2957	Gene2957	213894.604	214302.3091	228080.7844	218146.1854	155241.5645	165385.8657	117301.5642	131951.1753
1699	Gene1699	124618.7559	120050.2511	92569.97089	96043.15218	201502.7425	204449.2892	305983.6687	294755.1363
11915	Gene11915	208304.1451	152534.6977	290651.6067	157046.0598	178170.787	182478.1787	131970.1715	137778.3577
4918	Gene4918	239813.9157	235223.5399	109719.0032	189080.0422	182549.6058	190898.6609	148727.1097	142090.8085
5885	Gene5885	124794.7816	122153.9324	151900.3811	277816.8946	218321.2336	210778.5333	159156.5335	172599.7323
5785	Gene5785	205227.0206	201888.7049	107290.6148	187037.5843	192979.6204	195315.4675	167875.4544	178930.1263
11861	Gene11861	184978.8185	175977.5873	206361.6999	176688.3937	178913.2079	182930.6809	154684.9934	175576.9311
699	Gene699	188724.0326	187550.1285	226698.0608	207990.1152	205815.3939	201469.4736	96346.2316	112990.6224
11623	Gene11623	190102.3327	187305.8777	176892.5399	173245.1666	164046.3571	169000.9884	171171.8587	188314.6923
2790	Gene2790	222237.4199	226314.1187	212816.8989	252510.133	138694.9084	134248.7513	113561.1013	118900.3322
4545	Gene4545	245734.1051	168679.3672	208175.8852	163113.2476	169799.356	200376.387	119274.8913	141764.633
2610	Gene2610	204493.1077	207110.2187	124695.3116	148604.0702	148942.673	166270.6455	202047.3537	213838.9991
7047	Gene7047	178189.269	189124.0227	152676.7301	171142.7341	167651.6665	179195.659	193233.1233	181675.4676
11292	Gene11292	190437.7971	192430.3055	171630.16	179701.3904	169101.2197	173311.4622	165646.2031	166572.2999
11976	Gene11976	187044.9746	227439.6079	245132.0235	123101.9411	163832.0628	199583.9348	125522.6167	137093.5947
7141	Gene7141	180463.0637	171600.7736	283796.8695	121296.5717	168894.4495	168111.6294	154057.3461	154447.2934
3200	Gene3200	216054.1742	219842.118	193965.8988	171745.0917	150458.2302	166378.5002	143554.6533	138051.7065
1467	Gene1467	134567.778	132463.6402	138416.3978	129047.0022	180479.6418	171504.9306	250020.5293	262188.7915
4115	Gene4115	165857.4709	141140.0009	127446.2503	215512.1289	185652.1035	192629.8035	195488.5621	173809.0169
11723	Gene11723	186505.048	189344.1481	223745.2208	180847.3286	163111.9748	174598.6321	139780.011	138387.8246
13350	Gene13350	205245.5375	187305.6355	160648.2624	159714.0018	177660.4427	162471.4741	176796.8044	165127.0185
11083	Gene11083	180941.2662	174081.2946	153186.4716	136537.4637	187409.7999	212182.5816	184064.3774	162951.2602
9413	Gene9413	202174.8867	160042.5261	124636.6408	183694.5673	197945.1316	184857.3826	154656.7371	183053.9811
1973	Gene1973	123038.5776	113522.3638	178485.5027	178374.1473	225092.8658	202559.299	175619.9829	194237.1243
1259	Gene1259	137934.9849	152339.509	129080.292	122767.4609	173482.1693	167142.656	245517.1319	258466.8773
6113	Gene6113	189700.4031	207267.2175	183619.3525	185791.7474	149220.7483	157582.6154	155170.6956	157805.8986
4768	Gene4768	181043.0864	184950.1031	119595.5387	190072.7605	168922.6966	173632.9576	185838.1634	181072.8614
2987	Gene2987	227889.7297	182104.2763	203655.9647	198021.0889	167934.5902	187356.9945	98704.14513	118165.087
6613	Gene6613	197456.6129	197111.7023	180190.0391	177199.8186	159055.5817	161573.7308	152756.8914	157976.2618
10635	Gene10635	141076.9137	146082.0455	175463.3545	146793.0414	184645.8783	186176.1837	199400.5014	196038.4649
11624	Gene11624	210476.2326	219123.504	172762.6936	165976.6104	150860.9952	157374.8437	149520.9715	149338.2682
5405	Gene5405	159796.0103	153810.9316	170277.3249	163685.3055	187649.3129	184845.1887	173101.1469	179663.8553
11536	Gene11536	162342.6102	162751.5791	178538.8452	168581.0194	170639.1832	167105.4276	181473.6422	181340.962
9148	Gene9148	181535.5488	187126.3473	173664.1571	183187.7252	176055.7547	176098.4317	152349.8104	140131.8669
10204	Gene10204	213373.6024	151296.1777	47462.13392	195797.2119	197877.1784	179044.6473	182144.0663	198661.3285
6614	Gene6614	190481.3937	195591.3653	192730.4921	178014.2713	156463.2234	160903.9678	146147.1791	144745.628
11155	Gene11155	172000.228	176571.243	188101.4769	164523.3246	158010.8322	159113.2832	160962.5325	168812.4966
8696	Gene8696	224082.1322	154364.1062	188892.0117	201652.7333	171406.4371	179337.491	101860.7898	125243.9859
2369	Gene2369	137531.951	131475.6345	33729.90698	111309.3946	249121.8371	242868.4129	214999.5751	225222.2405
3652	Gene3652	181190.7281	180807.9073	191279.1764	167729.7363	172664.6309	167172.7081	130304.034	152159.2547
3267	Gene3267	187540.8586	189498.2187	194424.9612	192739.401	150906.4189	150546.3511	136819.9053	139101.9182
8698	Gene8698	185316.896	120527.8183	318137.9485	197386.6637	161361.8272	166730.7632	91206.52866	99409.91662
601	Gene601	136310.3452	113444.6181	256594.8558	228254.7218	195352.432	167610.1206	113714.336	122020.3521
13402	Gene13402	146569.5943	147116.7949	196984.3863	187672.9334	172735.4883	180104.2386	150242.128	149798.2067
2837	Gene2837	215583.2105	218767.6203	194245.3817	204471.3892	140297.9424	160292.9606	97013.52685	99487.21014
4644	Gene4644	169116.3344	168381.1794	198063.1049	163403.5797	173378.1075	172221.2921	140857.4014	137981.0883
12413	Gene12413	184966.5233	184618.859	161550.5479	192699.606	168371.8969	168291.1842	128902.2441	131389.6836
12409	Gene12409	217747.1029	153295.7109	181345.2021	187227.8248	183028.2457	169801.0728	109328.2472	118684.2594
1065	Gene1065	161324.224	153785.7858	115769.1404	159422.5259	135518.1211	138262.909	226869.6429	228846.5496
1253	Gene1253	157260.2651	152180.588	104924.3332	136415.5623	150341.667	151073.4536	223376.3177	242776.8617
10201	Gene10201	174168.5973	182164.1944	179954.1757	168317.9573	163098.0923	158123.3199	143238.8131	147366.8063
2690	Gene2690	248152.0209	210899.1512	80913.52367	70394.86867	156026.5232	157626.2658	203337.8404	186632.493
13099	Gene13099	137235.574	138704.3949	157178.8675	144352.6516	189069.1885	186200.0847	179748.636	180897.3014
9108	Gene9108	207276.5409	194905.6725	110163.6725	175919.9723	172349.6382	164984.524	142991.6462	141987.3158
2811	Gene2811	202153.3508	182218.3536	168466.8648	198841.4054	171852.8104	178834.7083	97970.78822	109483.9243
4255	Gene4255	161939.6808	162527.6784	186236.4803	169371.7841	173486.774	169699.0288	141266.8301	143589.6523
8547	Gene8547	223192.26	207901.2018	87261.57149	164568.2441	167086.2482	171176.1713	143369.99	136292.4992
6022	Gene6022	76938.60226	70559.58706	131522.2643	273069.0487	224546.1862	199500.6164	160862.4767	162094.81
9680	Gene9680	174799.7431	166198.9619	172731.0968	157367.5747	163356.6354	165905.3354	147621.458	148967.6121
5275	Gene5275	146278.0088	156211.9964	163716.1889	164591.7869	160921.3613	160634.9184	169712.1042	174746.7876
11519	Gene11519	176752.3813	166537.6727	183155.0685	157122.1913	161655.7934	162993.6985	140926.6559	146560.0069
7626	Gene7626	165425.8787	177104.6612	127251.3681	184713.0668	173843.7256	168071.2857	147323.6547	151760.1871
3293	Gene3293	175923.5101	176957.1765	160289.7077	163252.2647	159642.6414	163231.9319	145785.5467	150118.0089
3783	Gene3783	187653.9166	208262.3891	127468.215	167949.643	154160.1863	140612.0272	143709.5526	154478.9997
11529	Gene11529	178302.0235	179443.4128	215157.7155	131725.1741	159307.41	169835.2915	121627.712	128891.1774
9781	Gene9781	170289.7171	167186.1012	84954.66734	141857.3936	161324.293	164681.387	188234.2572	205495.5617
11613	Gene11613	181067.9463	129703.4756	185716.2905	164657.7655	167328.4369	171421.5941	126554.9571	152419.7554
11335	Gene11335	179025.2748	198429.2552	155194.9245	192262.3191	148499.1924	136406.8985	137289.1753	131663.6284
8748	Gene8748	167952.4259	176161.4964	123023.8104	195484.4767	168924.2596	169681.9233	134424.5369	141409.143
1053	Gene1053	139581.7875	136362.8738	129832.7653	124524.0064	162509.593	157494.8864	224712.5652	197876.1175
7614	Gene7614	166567.6743	167777.0258	116116.6143	173550.1413	168222.8706	175485.3809	151106.6963	149284.4609
10584	Gene10584	156368.3124	149739.6944	141811.8229	176762.89	161845.3169	163417.4152	163394.4209	152875.6978
3425	Gene3425	136453.7617	143484.3343	187320.8461	188888.0525	180583.2961	156359.6504	132615.4703	137290.9122
11413	Gene11413	145558.0841	133380.0683	193791.4626	177522.5093	169107.5219	174594.825	137791.6316	129391.8609
3183	Gene3183	187216.4555	187001.5088	184744.7604	162998.4664	156373.8464	154618.5857	109809.6915	115520.8393
13113	Gene13113	181477.743	155091.2174	218950.1941	124518.5201	159094.147	189800.8507	102343.6509	123774.2316
9384	Gene9384	203967.0317	114752.8233	233618.8124	185949.5586	151228.5453	153277.3844	102993.7019	103899.3521
9107	Gene9107	192895.4323	187714.4028	112842.5471	186902.5583	158603.5452	160559.6372	131548.8036	116518.9907
2625	Gene2625	237140.3291	237969.0499	74259.40795	99583.47066	102591.2825	101084.6027	192857.2537	202005.7998
1480	Gene1480	76124.69666	85569.79336	51225.14515	78773.89748	187682.4487	172957.461	293249.6145	300711.8721
549	Gene549	110026.9912	76186.45712	194867.8339	198301.9025	209449.9362	198173.1191	119559.6896	138069.7745
4769	Gene4769	158490.6835	104703.4789	56433.13198	65167.01165	269701.6687	263607.8285	178938.0537	142372.8613
1899	Gene1899	137011.2696	136614.073	130424.3457	126935.5879	152383.206	151214.4928	204612.4044	200094.3948
10866	Gene10866	158564.8627	125471.182	167887.1425	137326.7806	166995.6014	176753.3419	158383.1525	147878.8177
9688	Gene9688	171100.6084	156129.5476	159633.7645	167072.3028	156488.358	162210.6851	127227.1741	138059.918
10593	Gene10593	157311.386	159210.3107	155209.4983	175007.6596	158359.8627	144516.0483	143436.0997	140861.9023
5637	Gene5637	167303.508	173327.8374	134681.0363	138214.1788	125337.4811	133290.6786	176520.3344	183552.4477
36	Gene36	56247.51055	63408.73384	174287.6219	194249.0888	253661.2435	188727.6669	132540.9667	161425.0308
245	Gene245	129178.1465	131405.4005	217137.6749	186464.8074	161236.534	159123.9684	120724.0694	111307.5174
9562	Gene9562	149488.0381	140585.5599	209346.7869	151561.4093	145879.073	150992.7515	128060.2555	135768.2997
12791	Gene12791	159384.7838	102229.7925	143191.5112	100832.3258	177283.418	203405.1884	151472.0956	170133.8364
11119	Gene11119	168091.4593	164841.2214	126538.3419	143669.6693	148780.1006	149766.167	155697.3498	148931.19
5490	Gene5490	110020.1755	120889.5694	151734.0799	207744.1641	167290.3744	176184.0722	130674.5434	140543.2153
12908	Gene12908	164671.5252	165360.7683	143837.5787	160511.1781	152569.7602	144002.515	135984.5494	136319.4598
11930	Gene11930	174274.7946	183597.4672	176999.8556	157206.7101	127744.8324	128946.5956	121396.2554	131178.7125
532	Gene532	58595.60699	69739.37199	248329.1269	228819.7859	188919.376	192188.2136	94081.61156	119339.7981
6139	Gene6139	154542.7397	161913.9145	198632.2462	159593.542	133898.3248	137077.9757	129082.6725	124013.1405
11677	Gene11677	143543.949	143480.3733	145403.0614	138192.0082	148049.2553	149347.8598	161088.8975	169622.5757
6242	Gene6242	154737.437	155521.7185	166901.4768	158801.2149	159860.8514	165743.924	115828.4661	119809.6261
11676	Gene11676	142383.0914	136550.3343	158760.7866	170248.246	149500.9149	141809.832	140375.0971	150560.6055
