	logFC	AveExpr	t	P.Value	adj.P.Val	B
Gene11409	0.0987545693084666	6.00772614990963	1.00994869563994	0.340249558371133	0.999988671207323	-4.62593771929054
Gene7460	0.106065024771848	4.65845306830984	0.982400197715475	0.352886658311851	0.999988671207323	-4.6260516394407
Gene1562	0.387388943665611	3.21418690932165	0.841416501502741	0.423026401198633	0.999988671207323	-4.62608929498436
Gene4442	-0.118119549102061	5.22004716352516	-0.996276858649379	0.346477749157096	0.999988671207323	-4.62611779558356
Gene3256	-0.153674531892099	4.85540214458639	-0.987863293578225	0.350353012692551	0.999988671207323	-4.62621271210578
Gene6775	0.102950623737546	7.39831709981462	1.00032271294982	0.34462577029101	0.999988671207323	-4.62635149368964
Gene8326	-0.128332613298295	3.75781518903689	-0.929909709077965	0.377929443647788	0.999988671207323	-4.62635367593495
Gene9694	-0.134552257396837	3.28665184986543	-0.855514871443149	0.415599792046715	0.999988671207323	-4.62651330864773
Gene9748	0.569104810349779	3.81785612397493	0.926502673365539	0.379598784278787	0.999988671207323	-4.62651720024368
Gene12613	0.227663956304391	3.07111909561285	0.809804528308968	0.440010716403918	0.999988671207323	-4.62657212406284
Gene7739	-0.115284678942378	3.93911210331626	-0.945638660758492	0.370292172511516	0.999988671207323	-4.62658792173667
Gene8990	0.63594367378563	7.46308040675467	0.999638849167608	0.344938281631395	0.999988671207323	-4.62660163859126
Gene12736	0.52289518594441	5.78643315826329	1.00381232009179	0.343034420068937	0.999988671207323	-4.62664416583747
Gene9128	-0.16951586393026	4.78490149536885	-0.984097053845036	0.352098234857899	0.999988671207323	-4.62668519571476
Gene12823	0.270123002365294	3.34575692459473	0.864100466290395	0.411122015379656	0.999988671207323	-4.62671806966565
Gene9244	-0.147064666504172	3.95359315850764	-0.945815580235551	0.370206917088541	0.999988671207323	-4.62674343441809
Gene12365	0.270118435098116	3.28604155568227	0.852018993242257	0.417432783987804	0.999988671207323	-4.6268092422766
Gene11257	-0.108699170972446	4.8437429942483	-0.985150351233813	0.351609497031813	0.999988671207323	-4.62689374273709
Gene4846	0.180081458175609	3.68894028495399	0.918394080892797	0.383593289801317	0.999988671207323	-4.62691699697316
Gene7863	-0.195127558955802	3.26259358085035	-0.847231019747478	0.419952394359154	0.999988671207323	-4.62698451642985
Gene11744	-0.106779653399323	5.4384039404505	-0.996878680142774	0.346201793203273	0.999988671207323	-4.62699338776992
Gene3538	0.164241626955089	3.25883167284979	0.846236615524678	0.420477010793212	0.999988671207323	-4.62705258409274
Gene13436	0.110418119578303	6.43196163964695	1.0072868933135	0.341455449983513	0.999988671207323	-4.62713056217412
Gene11240	0.225626711837128	4.84426391753978	0.983971406455667	0.352156570129913	0.999988671207323	-4.62718791664811
Gene7099	-0.137732909590469	6.40481881694658	-1.00710706280243	0.341537036186791	0.999988671207323	-4.62719746753691
Gene5406	-0.203406406079724	4.25457536237751	-0.960920400727297	0.362981238587491	0.999988671207323	-4.62722275594435
Gene5690	0.24629882069295	4.39104336333213	0.967234783384637	0.359991753454182	0.999988671207323	-4.62723255834939
Gene10967	0.156253346324027	2.99170905551974	0.786053158057173	0.453072608871746	0.999988671207323	-4.62724702271928
Gene6299	-0.207185803252282	5.31317310952459	-0.99367401724107	0.347673149460444	0.999988671207323	-4.62733288407618
Gene6349	0.115208479716948	3.43243132375187	0.876372510500034	0.404780617884017	0.999988671207323	-4.6274570871738
Gene13256	-0.160424308284835	4.33453102381797	-0.963613453601797	0.361703995730899	0.999988671207323	-4.62755495314673
Gene7628	0.133274513949301	7.86926411321878	0.993431474620445	0.347784699250196	0.999988671207323	-4.62756353359974
Gene3703	-0.227629263632607	3.22819810048243	-0.83560214036916	0.4261158773155	0.999988671207323	-4.62761672917384
Gene12670	-0.107563835253043	5.47107227268851	-0.995324691162197	0.346914689203939	0.999988671207323	-4.62763531975123
Gene13456	0.141043547908621	4.85310757684841	0.982378237760861	0.352896870388826	0.999988671207323	-4.62774271279916
Gene3413	-0.210482536840298	4.13820032408986	-0.952695828589966	0.36690259119831	0.999988671207323	-4.62775689009727
Gene4453	0.151459808508667	3.86182934862146	0.933418192001027	0.376215994903351	0.999988671207323	-4.62783806217697
Gene4669	-0.164771056984813	3.05204275130414	-0.795485951965815	0.447854313667003	0.999988671207323	-4.62784408586698
Gene5603	0.139331832324005	3.53612196695179	0.891323586828259	0.397148807184218	0.999988671207323	-4.62788728304387
Gene2533	0.443791967068687	3.97199954255124	0.938132675570177	0.373922509582913	0.999988671207323	-4.62793472436764
Gene6473	0.180452211093022	4.80502026484278	0.98020324696066	0.353909405870414	0.999988671207323	-4.62793918535098
Gene6941	0.11492458561505	4.70353995116008	0.976927160465602	0.355438636465625	0.999988671207323	-4.62797011699149
Gene9918	0.179198497958944	6.14535685194838	1.00409307781682	0.342906629080494	0.999988671207323	-4.62805278136013
Gene5398	-0.218789533933202	3.90604942961893	-0.935638255539724	0.375134709112975	0.999988671207323	-4.62806827839472
Gene4923	0.109035873738218	3.32571636924559	0.852560243606097	0.41714862208889	0.999988671207323	-4.62810708216021
Gene1090	0.0820448945243077	1.95183449876988	0.132374103292038	0.897751542716362	0.999988671207323	-4.62813632021042
Gene11766	-0.149124600157827	4.53596639930417	-0.96970927953128	0.35882522539482	0.999988671207323	-4.62825774362533
Gene3942	0.140079154035697	3.51685336687598	0.886072567353741	0.399817442254986	0.999988671207323	-4.62826921257503
Gene13240	0.370435261353827	2.89443959398076	0.746794978263786	0.475223819933127	0.999988671207323	-4.6283173411096
Gene4435	0.0964330608807975	4.22680862604421	0.955091701054774	0.365757061172195	0.999988671207323	-4.62837247654224
Gene9264	-0.275753946550959	3.89279366045596	-0.932338761570202	0.376742554853481	0.999988671207323	-4.62837363311191
Gene9739	0.121378733303853	3.99661162504176	0.941786817466016	0.372151906744661	0.999988671207323	-4.62838644018041
Gene12639	0.51034603354497	9.12764616665707	0.988667866578638	0.349981027391519	0.999988671207323	-4.62839627712952
Gene13267	-0.161448775108968	3.67665274909425	-0.90955480488912	0.387982333064525	0.999988671207323	-4.62842007173797
Gene7417	-0.188288369520616	3.67566020057922	-0.909013731920192	0.388252168710687	0.999988671207323	-4.62843143464532
Gene3785	0.134125577532388	3.6800376800316	0.909727504809611	0.387896235263361	0.999988671207323	-4.62851198662101
Gene4000	-0.200033118986918	4.71432000227992	-0.975090604970507	0.356298068940073	0.999988671207323	-4.62854511666102
Gene13428	0.193000296807487	4.80696834204575	0.978006103726014	0.354934457240342	0.999988671207323	-4.62856564956656
Gene6016	0.0691122962235926	2.01711228071914	0.227313393376158	0.825522806178688	0.999988671207323	-4.62869858000477
Gene13637	0.149398051189765	3.43914660870419	0.869656049083861	0.408242641766962	0.999988671207323	-4.62875043447376
Gene10415	-0.189956709782187	4.48787733403731	-0.965626094845506	0.360751631593661	0.999988671207323	-4.62879726388623
Gene10883	0.122218674761196	4.12016138122591	0.947430277185259	0.369429480083961	0.999988671207323	-4.62883035242606
Gene8595	0.118041025592308	5.36046696906873	0.989364881236354	0.349659010162272	0.999988671207323	-4.62883971639263
Gene9624	-0.147621009852292	4.76172161888348	-0.975591111840604	0.356063698825659	0.999988671207323	-4.62886040765202
Gene12153	0.100383104094682	3.35794943847804	0.853992991523952	0.416397066454874	0.999988671207323	-4.62886823231861
Gene6236	-0.114703150232971	4.71932053632458	-0.973670287241539	0.356963781028623	0.999988671207323	-4.62901477258101
Gene4197	0.266497536679655	2.88587202519575	0.73917099154993	0.479606122182002	0.999988671207323	-4.6290394716716
Gene13054	-0.207747058640827	3.13906561039472	-0.805771846734831	0.442210311799255	0.999988671207323	-4.62904267293251
Gene11622	0.0891985187211493	9.65744940150698	0.985945562318409	0.351240850012257	0.999988671207323	-4.62909168471964
Gene3259	-0.0909893843443887	4.52889543996975	-0.965909680728761	0.360617590943237	0.999988671207323	-4.62921566705396
Gene4687	-0.376533605552645	3.83035695373195	-0.919613494900351	0.382990635345212	0.999988671207323	-4.62932119886479
Gene6305	-0.110702318529325	4.37071772212372	-0.9583896335093	0.364184554512254	0.999988671207323	-4.62935858997151
Gene11006	-0.132689341956981	3.47077375219225	-0.87165528051871	0.407209954757458	0.999988671207323	-4.62941272737028
Gene8273	-0.3725639494723	2.73571421638167	-0.684310528595559	0.511901509598804	0.999988671207323	-4.62941859884043
Gene10518	0.152094948838638	4.69484820166579	0.971234367979465	0.358107668884186	0.999988671207323	-4.62943800244561
Gene10086	0.108765907405138	7.41332937057392	0.989796498488467	0.349459716726718	0.999988671207323	-4.62947468156231
Gene3801	-0.0877307793576239	2.08941420385775	-0.289128604355293	0.779371567185663	0.999988671207323	-4.62953030533103
Gene11634	-0.149267322416888	3.80314342741337	-0.919721486271564	0.382937297325412	0.999988671207323	-4.62959973438411
Gene11459	0.186425056004491	4.21603465567133	0.949161545560348	0.368597251303104	0.999988671207323	-4.62967142698591
Gene12627	0.239075252197513	4.12154559678823	0.942926045068636	0.371601156436277	0.999988671207323	-4.62986725138434
Gene7888	-0.119500359426452	4.880986660197	-0.975671764382298	0.356025942778881	0.999988671207323	-4.62987535311118
Gene4291	0.254440784820309	3.51147113186823	0.874692655072679	0.405644552968846	0.999988671207323	-4.6299125759368
Gene12629	0.32141758787846	6.08372214164254	0.997274320391184	0.346020468703754	0.999988671207323	-4.62994243023885
Gene5372	0.257690979921976	5.97807448618901	0.99629407504991	0.346469852541128	0.999988671207323	-4.62999632622035
Gene12263	0.102682493791878	5.16238104665182	0.981670450043351	0.353226132596012	0.999988671207323	-4.63010206357839
Gene1883	-0.279062130491857	2.50740465323046	-0.580187020994856	0.576758625015799	0.999988671207323	-4.63019761405617
Gene6827	-0.14978649654975	4.6766604362848	-0.967726014604782	0.359759953155109	0.999988671207323	-4.63022742821145
Gene10621	-0.180597134785831	3.41972028775187	-0.856810781865774	0.41492173870516	0.999988671207323	-4.63024359832238
Gene4267	-0.146537855514727	4.75327689571951	-0.969804142894985	0.358780560866831	0.999988671207323	-4.63038727089229
Gene6465	-0.127247683871662	3.61294252219275	-0.890326332618787	0.397654644951893	0.999988671207323	-4.63039768555931
Gene13495	-0.224242662425863	8.0436283704099	-0.983203143111732	0.35251341502158	0.999988671207323	-4.63042563339835
Gene726	-0.293339674187768	2.51155533941278	-0.576148518823871	0.579364503773658	0.999988671207323	-4.63053308356692
Gene5338	0.188621757975502	3.39864729566165	0.850589078292336	0.418184152922265	0.999988671207323	-4.63056750623382
Gene8961	0.125384519859946	4.28510635098009	0.949107717321082	0.368623105989693	0.999988671207323	-4.63062063005484
Gene3306	-0.231896561465476	2.97829537774934	-0.751225528551305	0.472689098420787	0.999988671207323	-4.63062566073267
Gene8785	-0.150575133100891	3.88191576853558	-0.922544794717235	0.381544747388282	0.999988671207323	-4.63067589323307
Gene13473	-0.254869412720998	2.24968192007642	-0.405180776712814	0.695296205490934	0.999988671207323	-4.63074166394673
Gene12372	-0.0968544867073229	4.85576302688744	-0.971648666341263	0.357912925406821	0.999988671207323	-4.630794660542
Gene13564	-0.150802753207004	6.57973603116292	-0.994832779209436	0.34714058508992	0.999988671207323	-4.63086714609184
Gene5752	-0.138026982402966	6.55580660990024	-0.994928306124829	0.347096708543993	0.999988671207323	-4.63088270764446
Gene10963	0.166206224549854	3.2557754015275	0.818401667722515	0.435346315073968	0.999988671207323	-4.63094302374991
Gene13721	-0.199757478897502	3.6300479420356	-0.8893783613695	0.398135910712519	0.999988671207323	-4.63096334981604
Gene13723	-0.182554848924926	4.42909082719597	-0.954759039409618	0.365915957506284	0.999988671207323	-4.63096779532424
Gene9258	-0.10687997570153	4.57505943286525	-0.961181331777572	0.362857340027347	0.999988671207323	-4.63096926638772
Gene4046	-0.163336666546718	7.51076137138143	-0.983155624044514	0.352535495683167	0.999988671207323	-4.63120872010222
Gene5683	0.153064156602009	3.91059810747615	0.921906694425679	0.381859157884473	0.999988671207323	-4.63138163322883
Gene12328	0.211712909161769	3.88498022680157	0.918748590028264	0.383418014773501	0.999988671207323	-4.63141869655899
Gene7617	0.15718820861774	6.03927858264169	0.992519115654959	0.348204550917642	0.999988671207323	-4.63145639797676
Gene7892	-0.110296821616184	3.41975763547328	-0.849550099459132	0.418730689692831	0.999988671207323	-4.63152427326
Gene10741	-0.13951612633552	6.07369350368738	-0.99248397276519	0.348220730681132	0.999988671207323	-4.63157966008186
Gene8939	-0.119331842018454	3.29030817908119	-0.821421281721385	0.433716049766314	0.999988671207323	-4.63166958498699
Gene4371	-0.139951700151327	3.36178060280501	-0.836260288581229	0.425765388365563	0.999988671207323	-4.63172984552882
Gene11466	0.128453790206851	4.57928792603967	0.958366412243263	0.364195609282375	0.999988671207323	-4.63175813339683
Gene9394	-0.104365348803419	4.14185147185697	-0.936416056572326	0.374756417543038	0.999988671207323	-4.63179896841209
Gene8450	0.189445904583771	2.91822123974625	0.722154837709487	0.48948075049869	0.999988671207323	-4.63187129614889
Gene6800	-0.32799300727045	3.79852178143196	-0.905057079947048	0.390229479300945	0.999988671207323	-4.63194196867867
Gene6649	0.101652980929019	4.07764189034756	0.931748746322958	0.377030599041321	0.999988671207323	-4.6319861646895
Gene10634	-0.14419880165116	4.16114088520454	-0.936203556430035	0.37485974148041	0.999988671207323	-4.63211195441126
Gene12298	-0.116932073818383	3.66658005300341	-0.889792289579059	0.39792571671797	0.999988671207323	-4.63214267262565
Gene7140	-0.163528617532701	4.57317800931383	-0.956290690670993	0.365184784679104	0.999988671207323	-4.63223392336347
Gene6095	0.110756100438979	5.00563982864971	0.970564776700508	0.35842258105131	0.999988671207323	-4.63229832183479
Gene4376	-0.306965430705524	2.98582276052887	-0.735555739946987	0.481693279626466	0.999988671207323	-4.63239567483885
Gene4998	-0.227745228934433	6.76384594195817	-0.988288442709409	0.350156412818108	0.999988671207323	-4.63239647585081
Gene4919	-0.206804173450117	3.13154711031347	-0.776777525136917	0.458243416955831	0.999988671207323	-4.63249479005646
Gene1840	0.204136819481066	2.72472509319883	0.645969624602772	0.535251998697372	0.999988671207323	-4.63253060506415
Gene11703	0.162671083259631	3.39102016733948	0.836416043294547	0.425682472194382	0.999988671207323	-4.63262606761232
Gene7852	-0.137670645305779	4.16104443913621	-0.934000769670084	0.375932029415051	0.999988671207323	-4.63264541462761
Gene6575	-0.0842288412125951	5.12085147587281	-0.971985249237422	0.357754770602934	0.999988671207323	-4.63267175083716
Gene1147	0.291790032000011	2.22153640742317	0.309959086550448	0.764014447221781	0.999988671207323	-4.63279910737196
Gene4071	-0.261129861127445	3.84647687426541	-0.907621957256457	0.388946874515828	0.999988671207323	-4.63286226151764
Gene2496	0.249936644331624	2.82420073502671	0.678789954705595	0.515224580760304	0.999988671207323	-4.63286835279376
Gene4177	-0.153986835806332	4.51696277181072	-0.951501028855859	0.367474844303132	0.999988671207323	-4.63287357941149
Gene11309	0.17859456783153	3.71334305651392	0.892128037243705	0.396741100077474	0.999988671207323	-4.63287435647369
Gene9912	0.15992072385877	6.12009551442531	0.988511339360943	0.350053372764366	0.999988671207323	-4.63290783919056
Gene4677	0.342683895724317	4.63015112429767	0.955465941572228	0.365578365521816	0.999988671207323	-4.63292538641258
Gene8580	0.0990202574560719	5.10031747639191	0.970514612179836	0.358446181972616	0.999988671207323	-4.63296195549751
Gene5962	-0.131358326073305	2.58508414017599	-0.578267153882098	0.577996620404569	0.999988671207323	-4.63298530988231
Gene7361	-0.137429482499661	4.49316422561763	-0.949916286044885	0.368234876221876	0.999988671207323	-4.63301891145204
Gene8380	0.143364687579439	3.70163262321177	0.890203390116478	0.39771703694281	0.999988671207323	-4.63302503344319
Gene11308	-0.151452810529377	4.62621408264357	-0.955363414184884	0.365627314787327	0.999988671207323	-4.63306090047728
Gene6457	0.101779402452648	6.85052633645647	0.985075696887838	0.351644120461249	0.999988671207323	-4.63310241199046
Gene12877	0.224662404744639	3.25319153444773	0.801304525170397	0.444655655211264	0.999988671207323	-4.63320103819882
Gene3436	-0.165704023906782	3.3890726987044	-0.832352850662199	0.427849165155335	0.999988671207323	-4.63320184185913
Gene9561	-0.0971512957726306	7.75460703703667	-0.974802010768496	0.356433259929218	0.999988671207323	-4.63320446800114
Gene3299	0.145533685755419	3.747525342015	0.895227414172551	0.395173085115116	0.999988671207323	-4.63328439771983
Gene6498	-0.14667276993107	3.60463697657474	-0.873357491868277	0.406332144812949	0.999988671207323	-4.63331117685724
Gene7746	0.170601965098601	4.41058089762164	0.944638414126304	0.370774450957466	0.999988671207323	-4.63335129027625
Gene4400	-0.106422402917704	4.02037646220262	-0.922117198008012	0.381755415896162	0.999988671207323	-4.63335635462064
Gene140	-0.215742098620692	2.93847815604343	-0.713508258657069	0.494547767552784	0.999988671207323	-4.63335781101345
Gene10742	-0.217473949619959	4.25934261427266	-0.936485218726329	0.37472279332345	0.999988671207323	-4.63337575685531
Gene3351	0.116013924631055	6.07555687362524	0.986574001118355	0.350949720916355	0.999988671207323	-4.63343806936884
Gene7969	-0.127403195284425	7.64726264377186	-0.974229155117113	0.356701725525497	0.999988671207323	-4.63355269609364
Gene11858	-0.227202216557244	6.96809682442512	-0.981854239945484	0.353140611618911	0.999988671207323	-4.63358267980747
Gene11768	0.157386952362499	2.86903762058006	0.688680237675917	0.50928059847344	0.999988671207323	-4.63358749063682
Gene10374	-0.178380572266292	3.03816977949453	-0.742223791251137	0.477848232804753	0.999988671207323	-4.63359736499113
Gene4426	0.282733367671987	5.28441609698646	0.971573962680177	0.357948034492884	0.999988671207323	-4.63367139047576
Gene8452	0.12749279551635	3.54117476267343	0.860154571408036	0.413175758193682	0.999988671207323	-4.63367545958477
Gene5577	0.302510910835917	5.53233341994408	0.975982949894649	0.355880294825442	0.999988671207323	-4.63379177751571
Gene4814	0.183525696352452	4.29234972670294	0.936665028300138	0.374635386523065	0.999988671207323	-4.63380221048776
Gene10943	0.151103642441154	4.45580651642482	0.944681345242718	0.370753741840101	0.999988671207323	-4.63391802795889
Gene10939	0.21655266427363	3.29286962538634	0.805497940296618	0.442359981610824	0.999988671207323	-4.63392932616929
Gene7347	0.236636041880497	3.81955272692571	0.899594719790583	0.392971139254715	0.999988671207323	-4.63397839088306
Gene4451	0.193922658099322	3.98519823068167	0.916254158730082	0.384652534111013	0.999988671207323	-4.63398754201811
Gene9980	0.087965521692122	6.63066967990655	0.984347873397886	0.351981806591815	0.999988671207323	-4.63404503624226
Gene10818	-0.100295914425403	4.42617409405018	-0.94267509352115	0.371722425539561	0.999988671207323	-4.63408954250582
Gene4145	0.230216868792542	5.53806737951293	0.974705082440016	0.356478674258404	0.999988671207323	-4.63419780523097
Gene7783	0.330875193834281	4.40214754661174	0.940195512985373	0.372922211507982	0.999988671207323	-4.63424464698743
Gene4100	0.237299285217268	3.4460459023955	0.836124163727128	0.425837863694544	0.999988671207323	-4.63437630364541
Gene6227	-0.136750162865911	4.45682795870897	-0.942937350557251	0.371595693887867	0.999988671207323	-4.63439469780988
Gene5671	0.287280318571858	2.84042322361628	0.665949954653841	0.523004600169036	0.999988671207323	-4.63446602198878
Gene3878	0.103068679117415	4.9622346405903	0.961532915596758	0.362690446111799	0.999988671207323	-4.63452067051479
Gene10244	0.151638472096387	3.31251573906409	0.806065883977007	0.442049680138885	0.999988671207323	-4.63459958650102
Gene6545	0.107534787314963	4.29452139385932	0.933406550191499	0.376221671059313	0.999988671207323	-4.63468446312009
Gene10296	-0.130287781638923	3.95468690667146	-0.911034132160731	0.387245275739802	0.999988671207323	-4.63474255322777
Gene5009	-0.104995970440593	4.6413498156555	-0.949589739614492	0.368391629417316	0.999988671207323	-4.63479088584914
Gene8548	0.273458234591614	6.52666073861981	0.982180106214188	0.352989017853831	0.999988671207323	-4.63482960313816
Gene3691	0.130053567457592	5.64632714068861	0.974841422764601	0.356414795257082	0.999988671207323	-4.63482967308392
Gene4436	0.149699091183818	3.38972306483167	0.822091103305841	0.433354984970325	0.999988671207323	-4.63484372796798
Gene6821	-0.095928708374017	5.62128941319153	-0.974217098330473	0.35670737749003	0.999988671207323	-4.63485829595386
Gene13290	0.233246971450749	3.34255192015051	0.810199164662699	0.43979586452849	0.999988671207323	-4.63490327990131
Gene13424	0.107903302035485	5.7013117284989	0.975470003851285	0.35612039897594	0.999988671207323	-4.63499255494176
Gene6271	-0.101156951446048	4.51906794254377	-0.943542769458114	0.371303255649087	0.999988671207323	-4.63500659974795
Gene10697	-0.121376029503199	3.2609320245182	-0.790628489814173	0.450536440015851	0.999988671207323	-4.63506839925778
Gene9684	-0.13968590143768	5.59355806473259	-0.972652617682633	0.35744133893873	0.999988671207323	-4.63514552173004
Gene12321	-0.135993759481454	4.6002952756286	-0.946484172730337	0.369884860450779	0.999988671207323	-4.63515835960217
Gene4488	-0.134801629134346	4.71567533653564	-0.950851293264648	0.367786313186387	0.999988671207323	-4.63521072841876
Gene13634	0.182415239946589	4.49431202561704	0.940877448390736	0.372591963225671	0.999988671207323	-4.63536548811183
Gene8443	0.144746048622308	7.88483070485602	0.966845764577667	0.360175400848305	0.999988671207323	-4.63537059957004
Gene7423	0.173774324900727	4.05372741331169	0.915437552064533	0.385057305260961	0.999988671207323	-4.6353815531032
Gene7543	0.203087090135118	3.63324877610755	0.86631346172334	0.40997334757912	0.999988671207323	-4.63538605542359
Gene13160	0.125478014031078	3.54263757598327	0.850112505723252	0.418434783926112	0.999988671207323	-4.63551301354891
Gene330	-0.282202337841695	2.69137164104427	-0.589629977864459	0.57069109552768	0.999988671207323	-4.63551750422643
Gene4986	0.208398780268226	5.38573734130932	0.967080451192831	0.360064602031571	0.999988671207323	-4.63555091141656
Gene10659	0.17509605290706	3.2948129157884	0.794874980798956	0.448191080163708	0.999988671207323	-4.63558389313848
Gene4350	0.237852368118193	2.97126632479963	0.701682130386534	0.501531550366557	0.999988671207323	-4.63561298995075
Gene10376	0.170318904292592	3.07274612821721	0.734297796513053	0.482420885352755	0.999988671207323	-4.63566344653563
Gene6538	0.132257209255339	3.74084233528021	0.882733052734336	0.401521250099891	0.999988671207323	-4.63568081574123
Gene12765	0.153148345529388	3.61892334522041	0.862760315567226	0.41181872626427	0.999988671207323	-4.63572693985896
Gene5150	-0.132215332721688	3.17049490142429	-0.76198555307876	0.466570046920107	0.999988671207323	-4.63573816396177
Gene3223	-0.135833240012044	4.09648969793673	-0.916950311616731	0.384307711973346	0.999988671207323	-4.63575490121434
Gene6048	0.102098909275521	5.38314836835291	0.966060018377159	0.36054654684321	0.999988671207323	-4.63581577250923
Gene7922	-0.123129513142072	4.12646892650228	-0.918659439108546	0.383462086963134	0.999988671207323	-4.63581932939235
Gene7424	0.488279502706024	6.09349312774027	0.977597756329335	0.355125210999197	0.999988671207323	-4.63584747987776
Gene6426	0.101009244911785	3.85853749335973	0.896797705746583	0.394380347632981	0.999988671207323	-4.63590641365502
Gene4529	0.10456450599239	5.43161564312443	0.966457822894287	0.360358609028763	0.999988671207323	-4.63597655093927
Gene13698	0.193875826366404	5.3517203804216	0.964903425616463	0.361093378003958	0.999988671207323	-4.63599299928967
Gene12595	-0.226257611741005	4.04188229002351	-0.91164937675322	0.386939034967054	0.999988671207323	-4.63600094151603
Gene3523	-0.172956843766711	3.32372041425476	-0.798967741742393	0.445938404811448	0.999988671207323	-4.63600215434056
Gene10757	-0.145098298224088	4.64378160914336	-0.944995226378848	0.370602357626167	0.999988671207323	-4.6360285134173
Gene10175	0.0925626999118254	5.45841780253978	0.966736364352782	0.36022705886814	0.999988671207323	-4.63605239681961
Gene12218	0.111715513802805	9.40905509429733	0.962088330058624	0.362426911345959	0.999988671207323	-4.63607326891514
Gene13639	0.162235886049218	4.53887683475621	0.940044050651611	0.372995590920737	0.999988671207323	-4.63612519041716
Gene6684	0.192506441094887	3.2047330564964	0.767642292308236	0.463374093385014	0.999988671207323	-4.63612940740165
Gene8751	0.102474721367328	5.85995983635769	0.974851756489508	0.356409953985121	0.999988671207323	-4.63614605098284
Gene10941	0.186283188287332	3.16491625196306	0.756016522480923	0.469958097617366	0.999988671207323	-4.63622625586392
Gene9887	0.129896398125042	3.26357242629516	0.782205880246929	0.455212575620077	0.999988671207323	-4.63631532044549
Gene7550	-0.205099925256168	3.32548919775843	-0.796891867235032	0.447080021436425	0.999988671207323	-4.63631831824897
Gene2109	0.185358032070052	2.27315896561236	0.244863357578726	0.812338326027722	0.999988671207323	-4.63632470035876
Gene11692	-0.170462604145879	8.31487342386978	-0.962209440398917	0.362369465381765	0.999988671207323	-4.63634214709816
Gene8777	0.0973207173050357	4.67300379860543	0.945006404216239	0.3705969674159	0.999988671207323	-4.63635525453602
Gene5438	0.348553988865927	4.5274182743155	0.9375543063976	0.374203320915061	0.999988671207323	-4.63647534198258
Gene8700	-0.23618925696849	6.62644124322487	-0.976248113651724	0.355756222070682	0.999988671207323	-4.63649961956798
Gene8648	-0.249410633872136	4.40909276602854	-0.931717517208721	0.377045849503911	0.999988671207323	-4.63658453996381
Gene7876	0.184069175466445	4.34021131144275	0.928018166078377	0.378855578936307	0.999988671207323	-4.63662721415425
Gene508	-0.330774614528913	3.97566226672822	-0.901629344907925	0.391948312524071	0.999988671207323	-4.63670644129084
Gene8733	0.19864066805239	3.33430328301666	0.795928758589346	0.447610345606074	0.999988671207323	-4.63678751193802
Gene9779	0.215248699683385	6.33031611962496	0.976227224819384	0.355765994991689	0.999988671207323	-4.6368556453178
Gene6150	0.139913078837277	4.45698523928115	0.932976838993963	0.376431227576658	0.999988671207323	-4.6369588211696
Gene4157	0.155930470980117	4.29220785271099	0.924001909080007	0.380827489594123	0.999988671207323	-4.63695995420341
Gene1313	0.639515442942382	3.70207365358011	0.856129421872161	0.415278147122719	0.999988671207323	-4.63698499567517
Gene1726	-0.0370395646686639	2.21564629828372	-0.0588115414568263	0.954453945176173	0.999988671207323	-4.63701149674371
Gene4121	-0.355315697242132	3.96825620231691	-0.8993006015517	0.393119153661647	0.999988671207323	-4.63703027295371
Gene7336	-0.101056196964751	4.14504263385466	-0.914698266711676	0.385424015774985	0.999988671207323	-4.63704927662684
Gene9185	0.0983324361305655	3.88829385854178	0.894183127771703	0.39570090753866	0.999988671207323	-4.63715365563379
Gene12527	0.127742464224841	3.34909283098009	0.797613906037423	0.446682716915975	0.999988671207323	-4.63715772179535
Gene3517	0.115061530112226	4.48085966529638	0.933131964352285	0.376355568035959	0.999988671207323	-4.63723612063777
Gene5722	-0.140559331891955	4.08322189652475	-0.90963654067916	0.387941582795008	0.999988671207323	-4.63725309207636
Gene6363	0.118624414164573	3.93890179444311	0.898511252295879	0.393516589582366	0.999988671207323	-4.63725460989168
Gene4564	0.235933180541363	3.31488105113082	0.787417909375301	0.452315111789077	0.999988671207323	-4.63725662483383
Gene12521	-0.111344472567725	5.10384410958115	-0.95549663353302	0.365563713315349	0.999988671207323	-4.63727264088638
Gene1199	0.300341364729106	3.45284522039201	0.818689432625249	0.435190772951937	0.999988671207323	-4.63729194002826
Gene6496	-0.186861588660666	3.45835256129955	-0.821442308160149	0.433704712416156	0.999988671207323	-4.63732095898809
Gene7218	0.13538026632133	2.75825968273393	0.60004811763207	0.564038923898898	0.999988671207323	-4.63735316821375
Gene8677	-0.324510038004682	3.76288120309963	-0.873899043093833	0.406053153734074	0.999988671207323	-4.63736109596476
Gene7231	-0.0894211608277855	4.22869565714297	-0.918673423243935	0.383455173595307	0.999988671207323	-4.63737088047177
Gene9382	-0.192637993137812	3.66807297157414	-0.861712360885773	0.412364108761368	0.999988671207323	-4.63745417740012
Gene4123	-0.12183873929721	4.5442036142001	-0.935274461459809	0.375311739900523	0.999988671207323	-4.6374602482139
Gene2075	-0.286785903055319	3.00917365324298	-0.695544734240851	0.505180173100488	0.999988671207323	-4.63746158046079
Gene5569	0.388507387918578	2.73683556454673	0.580838613092334	0.576338792837721	0.999988671207323	-4.63748001831378
