GENE	ANOVA P
Gene1246	0.008517471
Gene1247	0.011469814
Gene1248	0.0189361
Gene1249	0.000460879
Gene1250	0.017616924
Gene1251	0.022416811
Gene1252	0.003052689
Gene1253	0.004052474
Gene1254	0.002008811
Gene1255	0.000590717
Gene1256	0.001732741
Gene1257	0.011402958
Gene1258	0.00303767
Gene1259	0.000260488
Gene1260	4.107886507
Gene1261	0.012621367
Gene1262	0.003936529
Gene1263	2.576626267
Gene1264	0.008059876
Gene1265	0.00546596
Gene1266	0.000584411
Gene1267	0.001302619
Gene1268	0.001770778
Gene1269	0.00812565
Gene1270	0.003091522
Gene1271	0.002475464
Gene1272	2.780974924
Gene1273	0.000276345
Gene1274	0.002570799
Gene1275	0.014383873
Gene1276	0.00257548
Gene1277	0.004173014
Gene1278	0.006368819
Gene1279	0.000743446
Gene1280	0.004194948
Gene1281	0.024017664
Gene1282	5.491902437
Gene1283	0.01687161
Gene1284	0.003447295
Gene1285	0.000406835
Gene1286	0.01323014
Gene1287	0.001070109
Gene1288	0.000146354
Gene1289	0.000252157
Gene1290	0.002898303
Gene1291	0.015014989
Gene1292	0.002298487
Gene1293	0.004506106
Gene1294	0.009909469
Gene1295	0.019285607
Gene1296	0.014359275
Gene1297	0.012583499
Gene1298	0.003073397
Gene1299	0.008142978
Gene1300	0.004485735
Gene1301	0.000486608
Gene1302	0.005153524
Gene1303	0.003408883
Gene1304	0.000248809
Gene1305	0.01354707
Gene1306	0.000147387
Gene1307	0.00710783
Gene1308	0.000232327
Gene1309	0.022143204
Gene1310	0.008031346
Gene1311	0.017903138
Gene1312	0.007702361
Gene1313	0.002187307
Gene1314	0.004175036
Gene1315	0.002587137
Gene1316	0.002533178
Gene1317	0.001724301
Gene1318	0.000575719
Gene1319	0.000146786
Gene1320	0.01574536
Gene1321	0.00284986
Gene1322	0.014975085
Gene1323	0.006022452
Gene1324	0.021289769
Gene1325	0.010102577
Gene1326	0.005752632
Gene1327	0.000166443
Gene1328	0.000843907
Gene1329	0.000871537
Gene1330	7.100087861
Gene1331	0.000603674
Gene1332	0.003189613
Gene1333	0.02001859
Gene1334	0.000910642
Gene1335	0.004218565
Gene1336	0.003331565
Gene1337	0.002391069
Gene1338	0.011834804
Gene1339	0.010385212
Gene1340	0.020401382
Gene1341	0.000775722
Gene1342	0.020751575
Gene1343	0.001934555
Gene1344	0.009600575
Gene1345	0.002468824
Gene1346	0.000417985
Gene1347	0.021798398
Gene1348	0.003687745
Gene1349	0.000681696
Gene1350	7.058718491
Gene1351	0.003877423
Gene1352	1.775302571
Gene1353	0.001506791
Gene1354	0.000265428
Gene1355	0.004223275
Gene1356	0.008577946
Gene1357	0.0005867
Gene1358	7.5846069
Gene1359	0.004236214
Gene1360	0.000627632
Gene1361	0.010714422
Gene1362	0.004160778
Gene1363	0.000219133
Gene1364	0.001155052
Gene1365	0.000920401
Gene1366	4.131587537
Gene1367	7.712508216
Gene1368	0.000141212
Gene1369	0.001981364
Gene1370	0.000912091
Gene1371	0.002859492
Gene1372	0.014588149
Gene1373	0.006076156
Gene1374	0.003755648
Gene1375	0.002568642
Gene1376	0.002330494
Gene1377	0.000864994
Gene1378	5.079059323
Gene1379	3.975278216
Gene1380	0.00014146
Gene1381	0.005027951
Gene1382	0.002610627
Gene1383	0.008908893
Gene1384	0.005806216
Gene1385	0.002723872
Gene1386	0.000529101
Gene1387	0.011083854
Gene1388	0.001312126
Gene1389	0.0079567
Gene1390	0.016387636
Gene1391	0.012615069
Gene1392	0.009841228
Gene1393	0.021588954
Gene1394	0.000343152
Gene1395	0.004731678
Gene1396	0.001139031
Gene1397	0.000118626
Gene1398	0.008358462
Gene1399	0.014819172
Gene1400	0.001090842
Gene1401	0.000779313
Gene1402	0.003318183
Gene1403	0.008293106
Gene1404	0.014659504
Gene1405	0.017441732
Gene1406	0.000509483
Gene1407	0.008234153
Gene1408	0.001731708
Gene1409	0.006623336
Gene1410	0.006727804
Gene1411	0.000661192
Gene1412	3.907791882
Gene1413	0.003502428
Gene1414	0.005860395
Gene1415	0.008244242
Gene1416	0.006115297
Gene1417	0.000311607
Gene1418	0.020125861
Gene1419	0.008126863
Gene1420	0.000274704
Gene1421	1.403606786
Gene1422	7.661990222
Gene1423	0.00207012
Gene1424	6.660726438
Gene1425	0.008672651
Gene1426	0.0013669
Gene1427	0.009479416
Gene1428	0.010055547
Gene1429	0.004268302
Gene1430	0.00669134
Gene1431	0.008974182
Gene1432	0.003774312
Gene1433	0.001620243
Gene1434	0.001380132
Gene1435	0.001770939
Gene1436	0.000795063
Gene1437	3.347260047
Gene1438	0.001942133
Gene1439	0.005757052
Gene1440	0.006909808
Gene1441	3.630650689
Gene1442	0.002993506
Gene1443	0.007178384
Gene1444	1.664271314
Gene1445	3.543583463
Gene1446	0.009228588
Gene1447	0.016215022
Gene1448	0.000344335
Gene1449	6.917436203
Gene1450	0.000687951
Gene1451	8.531214844
Gene1452	0.000626372
Gene1453	0.003522609
Gene1454	4.641843559
Gene1455	0.004269533
Gene1456	0.000733427
Gene1457	0.00086385
Gene1458	0.014701598
Gene1459	0.009660377
Gene1460	0.009474859
Gene1461	0.001094548
Gene1462	0.004924967
Gene1463	0.000514649
Gene1464	0.001558623
Gene1465	8.421892795
Gene1466	3.48150922
Gene1467	0.000110065
Gene1468	0.022610666
Gene1469	0.000860986
Gene1470	0.008048027
Gene1471	0.003361349
Gene1472	0.007219854
Gene1473	0.01883279
Gene1474	5.391679128
Gene1475	0.004668608
Gene1476	7.959036364
Gene1477	0.006062552
Gene1478	0.006225844
Gene1479	0.00222304
Gene1480	0.000122627
Gene1481	0.018204434
Gene1482	0.002388181
Gene1483	0.017461971
Gene1484	0.004713753
Gene1485	0.020898842
Gene1486	6.74429244
Gene1487	5.093171701
Gene1488	0.008431037
Gene1489	0.013809952
Gene1490	0.000370106
Gene1491	0.004510078
Gene1492	0.017793044
Gene1493	0.018902545
Gene1494	0.000865103
Gene1495	0.002389227
Gene1496	0.006548261
Gene1497	2.201488726
Gene1498	8.432917516
Gene1499	9.63445851
Gene1500	1.878347403
Gene1501	0.006903724
Gene1502	0.000323167
Gene1503	0.000452894
Gene1504	0.000370895
Gene1505	0.017715824
Gene1506	0.001284139
Gene1507	0.002174749
Gene1508	0.018058318
Gene1509	0.023113755
Gene1510	0.006973724
Gene1511	0.002069338
Gene1512	0.001457608
Gene1513	0.008929427
Gene1514	0.00156323
Gene1515	0.002779176
Gene1516	0.002316033
Gene1517	0.002687337
Gene1518	0.002649801
Gene1519	0.013789488
Gene1520	0.021590399
Gene1521	0.020171896
Gene1522	0.016763859
Gene1523	0.008698788
Gene1524	0.000187744
Gene1525	4.029371869
Gene1526	0.00022279
Gene1527	0.000525401
Gene1528	0.000102318
Gene1529	0.000527558
Gene1530	0.005298633
Gene1531	0.009635027
Gene1532	0.01357916
Gene1533	0.012609426
Gene1534	0.004829815
Gene1535	0.010951892
Gene1536	0.00651923
Gene1537	0.021569113
Gene1538	0.003540957
Gene1539	0.002083919
Gene1540	0.001466584
Gene1541	0.001372927
Gene1542	0.001573835
Gene1543	0.006998436
Gene1544	0.003945711
Gene1545	0.001867927
Gene1546	0.005514121
Gene1547	0.000738872
Gene1548	0.002562878
Gene1549	0.019644287
Gene1550	0.001989772
Gene1551	0.000182444
Gene1552	0.021585691
Gene1553	0.001080066
Gene1554	0.00215371
Gene1555	0.00293677
Gene1556	0.002006863
Gene1557	0.006853959
Gene1558	0.005245762
Gene1559	0.011512194
Gene1560	0.000233791
Gene1561	0.005240679
Gene1562	0.00886831
Gene1563	0.010542574
Gene1564	0.004848246
Gene1565	0.000413285
Gene1566	0.014862001
Gene1567	0.02036794
Gene1568	0.009681162
Gene1569	0.000179077
Gene1570	0.002193025
Gene1571	0.0227467
Gene1572	0.010420118
Gene1573	0.013176559
Gene1574	0.000121298
Gene1575	0.000816652
Gene1576	0.004401391
Gene1577	0.003382788
Gene1578	0.010629732
Gene1579	0.022406595
Gene1580	0.006877066
Gene1581	0.003388752
Gene1582	0.009085688
Gene1583	0.000920521
Gene1584	0.000335375
Gene1585	0.004075679
Gene1586	0.000308988
Gene1587	0.000112748
Gene1588	1.898441744
Gene1589	0.001642943
Gene1590	0.016068562
Gene1591	0.00434492
Gene1592	0.002470776
Gene1593	3.472045689
Gene1594	2.553593462
Gene1595	0.000909163
Gene1596	3.222842018
Gene1597	0.002638445
Gene1598	0.011518657
Gene1599	0.012769289
Gene1600	0.00249175
Gene1601	0.003423185
Gene1602	0.00361201
Gene1603	0.00349893
Gene1604	0.020908289
Gene1605	0.003205753
Gene1606	0.020906694
Gene1607	0.002530171
Gene1608	0.001237975
Gene1609	0.000184441
Gene1610	0.006098556
Gene1611	0.002643649
Gene1612	0.011703119
Gene1613	0.000437951
Gene1614	0.0162522
Gene1615	0.002120269
Gene1616	0.017589412
Gene1617	0.000755504
Gene1618	1.877570716
Gene1619	2.192359769
Gene1620	0.01085251
Gene1621	0.003173235
Gene1622	8.194219563
Gene1623	0.004044742
Gene1624	0.002196266
Gene1625	2.817082478
Gene1626	0.000281247
Gene1627	0.01165112
Gene1628	0.00158279
Gene1629	0.001861823
Gene1630	0.001274985
Gene1631	0.002041505
Gene1632	0.00164509
Gene1633	0.00465846
Gene1634	0.000358217
Gene1635	0.001688816
Gene1636	0.004953827
Gene1637	1.816997771
Gene1638	0.010876555
Gene1639	0.017324966
Gene1640	0.002818489
Gene1641	0.000465444
Gene1642	0.00451145
Gene1643	0.015171221
Gene1644	0.0005331
Gene1645	0.000116689
Gene1646	0.000784828
Gene1647	1.770522282
Gene1648	1.613573366
Gene1649	0.001305098
Gene1650	0.004414622
Gene1651	2.948506891
Gene1652	2.792788926
Gene1653	0.012763783
Gene1654	0.001354721
Gene1655	0.001039058
Gene1656	0.000422268
Gene1657	0.001998906
Gene1658	0.015461012
Gene1659	0.021702806
Gene1660	0.000757817
Gene1661	0.001615452
Gene1662	0.006145807
Gene1663	0.000895898
Gene1664	0.005707295
Gene1665	0.022592017
Gene1666	0.010372956
Gene1667	0.000107395
Gene1668	0.000617401
Gene1669	0.003910098
Gene1670	0.000473931
Gene1671	0.005328442
Gene1672	0.000175931
Gene1673	0.020403319
Gene1674	0.000210412
Gene1675	0.001461273
Gene1676	0.001114238
Gene1677	0.000986504
Gene1678	0.008391011
Gene1679	0.001763512
Gene1680	0.00400271
Gene1681	0.001148577
Gene1682	0.000330657
Gene1683	1.652428979
Gene1684	0.001685076
Gene1685	0.001882931
Gene1686	0.008016896
Gene1687	0.005270553
Gene1688	0.005561264
Gene1689	1.486534005
Gene1690	0.002527322
Gene1691	0.000488188
Gene1692	0.020658463
Gene1693	0.001839796
Gene1694	0.005654602
Gene1695	0.022342575
Gene1696	0.00040977
Gene1697	0.000859392
Gene1698	0.019022816
Gene1699	5.057492894
Gene1700	0.000239722
Gene1701	0.000388722
Gene1702	0.00314938
Gene1703	0.009026268
Gene1704	0.00502543
Gene1705	0.002888908
Gene1706	0.003121713
Gene1707	0.000129602
Gene1708	0.000299038
Gene1709	0.00137776
Gene1710	0.010640527
Gene1711	0.015607257
Gene1712	0.003264389
Gene1713	0.007779005
Gene1714	0.011187846
Gene1715	0.004310908
Gene1716	0.000564585
Gene1717	0.000487747
Gene1718	0.002547132
Gene1719	0.000507871
Gene1720	0.000774
Gene1721	0.000649419
Gene1722	0.00278884
Gene1723	0.000287181
Gene1724	7.155366449
Gene1725	0.000257483
Gene1726	6.236984269
Gene1727	8.528322493
Gene1728	0.009397198
Gene1729	0.013010607
Gene1730	0.003169364
Gene1731	2.376288875
Gene1732	0.001480351
Gene1733	0.014018848
Gene1734	0.010743024
Gene1735	0.017670534
Gene1736	0.020247194
Gene1737	0.000331968
Gene1738	0.022453974
Gene1739	0.000792266
Gene1740	0.020127583
Gene1741	0.003309516
Gene1742	0.005300254
Gene1743	0.002405005
Gene1744	0.007745738
Gene1745	0.008416864
Gene1746	0.001824484
Gene1747	0.003566316
Gene1748	0.005381678
Gene1749	0.006219057
Gene1750	0.000400618
Gene1751	0.009525896
Gene1752	0.005022334
Gene1753	0.012563669
Gene1754	0.001782642
Gene1755	0.00101643
Gene1756	0.001462841
Gene1757	0.003678924
Gene1758	0.01160762
Gene1759	0.008756802
Gene1760	8.327982629
Gene1761	0.000527006
Gene1762	0.004522424
Gene1763	0.007026611
Gene1764	0.005890082
Gene1765	0.000407042
Gene1766	0.017329554
Gene1767	0.001799924
Gene1768	0.002560973
Gene1769	0.007352243
Gene1770	0.003644321
Gene1771	0.003723321
Gene1772	0.001350112
Gene1773	0.002235538
Gene1774	0.006991725
Gene1775	5.124799957
Gene1776	0.004519111
Gene1777	0.006058503
Gene1778	0.000730575
Gene1779	0.001918988
Gene1780	0.000603847
Gene1781	0.010662448
Gene1782	0.001728526
Gene1783	0.007532609
Gene1784	0.005856687
Gene1785	0.000299579
Gene1786	0.000123064
Gene1787	0.000102714
Gene1788	0.009792042
Gene1789	0.002070381
Gene1790	1.699257748
Gene1791	2.259378718
Gene1792	0.000229881
Gene1793	0.002510273
Gene1794	0.000217071
Gene1795	0.000265034
Gene1796	0.000117217
Gene1797	0.011982003
Gene1798	8.753857019
Gene1799	3.836188281
Gene1800	0.006448533
Gene1801	0.002884187
Gene1802	0.005866394
Gene1803	0.000405323
Gene1804	0.000542497
Gene1805	0.023141806
Gene1806	0.000145328
Gene1807	0.001405435
Gene1808	0.00105181
Gene1809	0.000360716
Gene1810	0.005526631
Gene1811	0.009063645
Gene1812	0.000132218
Gene1813	0.001325095
Gene1814	0.001086062
Gene1815	0.000134834
Gene1816	3.480811836
Gene1817	7.183577932
Gene1818	0.00158953
Gene1819	0.014513908
Gene1820	8.216453763
Gene1821	0.000648737
Gene1822	0.001502978
Gene1823	0.004596316
Gene1824	0.001190087
Gene1825	0.022543258
Gene1826	0.000241368
Gene1827	0.017185875
Gene1828	0.020119346
Gene1829	0.016815766
Gene1830	0.003662471
Gene1831	0.003086315
Gene1832	4.971099963
Gene1833	0.000599712
Gene1834	0.000595786
Gene1835	0.001576785
Gene1836	0.020537304
Gene1837	0.000562833
Gene1838	0.001195455
Gene1839	0.002170423
Gene1840	0.009039876
Gene1841	0.005624773
Gene1842	0.001149083
Gene1843	0.012496471
Gene1844	0.004427802
Gene1845	0.004364237
Gene1846	0.00930491
Gene1847	0.001724984
Gene1848	0.007746749
Gene1849	0.022904594
Gene1850	0.00232312
Gene1851	0.00094721
Gene1852	0.001267301
Gene1853	0.002058708
Gene1854	1.010824367
Gene1855	0.006549837
Gene1856	0.002389702
Gene1857	0.008069839
Gene1858	0.000180216
Gene1859	0.008767376
Gene1860	0.002887808
Gene1861	0.005942129
Gene1862	0.008701632
Gene1863	0.012829609
Gene1864	0.01559327
Gene1865	0.006704012
Gene1866	0.008670478
Gene1867	0.000105678
Gene1868	0.000722251
Gene1869	0.003036401
Gene1870	0.013640284
Gene1871	0.000181624
Gene1872	0.000359312
Gene1873	0.004701726
Gene1874	0.00322651
Gene1875	8.989973567
Gene1876	0.008130147
Gene1877	0.012020826
Gene1878	0.014825819
Gene1879	0.001507748
Gene1880	4.409151917
Gene1881	0.002983457
Gene1882	0.012228124
Gene1883	0.001781304
Gene1884	0.001001672
Gene1885	0.002682338
Gene1886	0.012846656
Gene1887	0.007538138
Gene1888	0.00071294
Gene1889	0.000433371
Gene1890	0.004000387
Gene1891	0.000326955
Gene1892	7.550508103
Gene1893	0.002069161
Gene1894	0.000359005
Gene1895	0.014032268
Gene1896	0.001895626
Gene1897	0.000365718
Gene1898	0.003315255
Gene1899	1.063293084
Gene1900	0.023113276
Gene1901	8.536248805
Gene1902	0.000724186
Gene1903	0.004980781
Gene1904	6.238591811
Gene1905	0.006002654
Gene1906	3.837690706
Gene1907	0.006814688
Gene1908	0.006624016
Gene1909	0.000267756
Gene1910	0.004387732
Gene1911	0.002040425
Gene1912	0.002854648
Gene1913	0.003998938
Gene1914	0.001168987
Gene1915	0.008609258
Gene1916	8.600725855
Gene1917	5.630425746
Gene1918	0.000186899
Gene1919	2.071287438
Gene1920	4.014559617
Gene1921	0.008160186
Gene1922	0.002648876
Gene1923	0.000168227
Gene1924	0.010708266
Gene1925	0.003200069
Gene1926	0.006812761
Gene1927	0.005675706
Gene1928	4.888718823
Gene1929	0.00415373
Gene1930	0.005885395
Gene1931	0.000161126
Gene1932	0.023739402
Gene1933	0.007019398
Gene1934	0.001570956
Gene1935	0.00237357
Gene1936	0.002743395
Gene1937	0.000658335
Gene1938	0.009586525
Gene1939	0.004372172
Gene1940	0.022877944
Gene1941	0.013256103
Gene1942	0.001655309
Gene1943	0.00039935
Gene1944	0.00044571
Gene1945	0.020574897
Gene1946	0.009866522
Gene1947	0.022706552
Gene1948	0.021925481
Gene1949	0.003647518
Gene1950	0.01338609
Gene1951	0.008519759
Gene1952	0.004033595
Gene1953	0.019684166
Gene1954	0.020391286
Gene1955	0.009460432
Gene1956	0.009647885
Gene1957	0.004057685
Gene1958	0.011733813
Gene1959	0.012920682
Gene1960	0.006198498
Gene1961	0.017696353
Gene1962	0.015458046
Gene1963	0.013268547
Gene1964	0.013783491
Gene1965	0.006042787
Gene1966	0.001305505
Gene1967	0.019741694
Gene1968	0.009931322
Gene1969	0.001139157
Gene1970	0.001503278
Gene1971	0.000540464
Gene1972	0.005269681
Gene1973	0.003796871
Gene1974	0.018981676
Gene1975	0.014960534
Gene1976	0.003614126
Gene1977	0.002351117
Gene1978	0.005387982
Gene1979	0.000362195
Gene1980	0.021321348
Gene1981	0.002525971
Gene1982	0.000940014
Gene1983	0.003670829
Gene1984	0.005713445
Gene1985	0.001489684
Gene1986	0.00033182
Gene1987	0.004399685
Gene1988	6.831032324
Gene1989	0.002039403
Gene1990	0.00647743
Gene1991	0.001035592
Gene1992	0.001049778
Gene1993	0.015548218
Gene1994	0.001875253
Gene1995	0.002119807
Gene1996	0.004612905
Gene1997	0.000217271
Gene1998	0.003234923
Gene1999	0.000829649
Gene2000	0.001461873
Gene2001	0.01307211
Gene2002	0.007954954
Gene2003	0.017688757
Gene2004	0.001589693
Gene2005	0.002656353
Gene2006	0.009221993
Gene2007	0.000391392
Gene2008	0.006173291
Gene2009	0.000135855
Gene2010	0.00130217
Gene2011	0.000582425
Gene2012	0.004243213
Gene2013	0.018839814
Gene2014	0.004454581
Gene2015	0.00403532
Gene2016	0.00067814
Gene2017	0.000675335
Gene2018	0.013424427
Gene2019	0.000407633
Gene2020	0.000372319
Gene2021	0.007526114
Gene2022	0.001599562
Gene2023	0.003861879
Gene2024	0.008056617
Gene2025	0.007553711
Gene2026	0.010042682
Gene2027	0.005149239
Gene2028	0.000105868
Gene2029	0.000416521
Gene2030	0.007294711
Gene2031	0.004525727
Gene2032	0.007785425
Gene2033	0.004708621
Gene2034	0.001541612
Gene2035	0.005664241
Gene2036	0.003723788
Gene2037	0.004731307
Gene2038	8.438441634
Gene2039	0.006526996
Gene2040	0.000246684
Gene2041	0.004799982
Gene2042	0.001194209
Gene2043	0.003374665
Gene2044	0.022358323
Gene2045	0.007013958
Gene2046	0.00370647
Gene2047	0.001344113
Gene2048	0.009224444
Gene2049	0.000243841
Gene2050	0.011517031
Gene2051	0.002150113
Gene2052	0.003950861
Gene2053	0.005259595
Gene2054	0.01693553
Gene2055	0.005678596
Gene2056	0.005859964
Gene2057	0.002364791
Gene2058	0.000114712
Gene2059	0.000560028
Gene2060	0.006031045
Gene2061	0.022157089
Gene2062	0.00131778
Gene2063	0.016276349
Gene2064	0.00091458
Gene2065	0.002235835
Gene2066	0.000353227
Gene2067	0.021331156
Gene2068	0.00084645
Gene2069	0.004284721
Gene2070	0.023926077
Gene2071	0.020405009
Gene2072	0.001614498
Gene2073	0.000391965
Gene2074	0.017500489
Gene2075	0.012602701
Gene2076	0.001378123
Gene2077	0.000284983
Gene2078	0.000333706
Gene2079	0.018551988
Gene2080	0.019006721
Gene2081	0.003513437
Gene2082	0.000256794
Gene2083	0.009939281
Gene2084	0.002129324
Gene2085	0.002635819
Gene2086	0.011526103
Gene2087	0.000993442
Gene2088	0.005598262
Gene2089	0.019870909
Gene2090	5.693548065
Gene2091	0.000473781
Gene2092	0.000414421
Gene2093	0.000451854
Gene2094	0.003171074
Gene2095	0.002932366
Gene2096	0.00434544
Gene2097	0.021930468
Gene2098	0.01519496
Gene2099	0.005197174
Gene2100	8.703959174
Gene2101	0.003394532
Gene2102	0.004921039
Gene2103	0.023316944
Gene2104	5.261951853
Gene2105	0.000523629
Gene2106	0.003160488
Gene2107	0.000690013
Gene2108	0.009551523
Gene2109	0.003646477
Gene2110	4.568810082
Gene2111	0.002937402
Gene2112	0.015607127
Gene2113	0.008365293
Gene2114	0.000857313
Gene2115	2.698286941
Gene2116	0.001166288
Gene2117	0.021412758
Gene2118	0.004670179
Gene2119	0.016119599
Gene2120	0.017490621
Gene2121	0.010087248
Gene2122	0.014688102
Gene2123	0.002406984
Gene2124	0.0004932
Gene2125	0.002539521
Gene2126	0.000277117
Gene2127	0.001313883
Gene2128	0.015858916
Gene2129	0.000945547
Gene2130	0.000246495
Gene2131	0.024220185
Gene2132	0.003101335
Gene2133	0.007367259
Gene2134	0.011496145
Gene2135	0.003731568
Gene2136	0.005389059
Gene2137	0.013887028
Gene2138	0.003591291
Gene2139	0.00869531
Gene2140	0.010684473
Gene2141	0.012634396
Gene2142	0.000469118
Gene2143	0.011066716
Gene2144	7.168020078
Gene2145	6.084713741
Gene2146	0.014199317
Gene2147	0.000199938
Gene2148	0.000197901
Gene2149	0.009276823
Gene2150	0.001536589
Gene2151	0.000581998
Gene2152	0.023416872
Gene2153	0.003251051
Gene2154	0.005676133
Gene2155	0.001867135
Gene2156	0.006571474
Gene2157	0.002696934
Gene2158	0.013544118
Gene2159	0.000887086
Gene2160	0.003533247
Gene2161	0.008679445
Gene2162	0.007854459
Gene2163	0.007880118
Gene2164	0.003294654
Gene2165	0.002710835
Gene2166	0.005866469
Gene2167	0.00298149
Gene2168	0.013149248
Gene2169	0.007466886
Gene2170	0.000223068
Gene2171	0.007376573
Gene2172	0.019505561
Gene2173	0.000890977
Gene2174	0.000286154
Gene2175	0.000112795
Gene2176	0.001979196
Gene2177	0.000242879
Gene2178	0.001143521
Gene2179	0.001187833
Gene2180	0.007320189
Gene2181	0.004872764
Gene2182	0.001195094
Gene2183	0.0014148
Gene2184	0.002032973
Gene2185	0.008061952
Gene2186	0.012562579
Gene2187	0.009134136
Gene2188	0.000164652
Gene2189	0.006135041
Gene2190	0.003254867
Gene2191	0.00615794
Gene2192	0.00740535
Gene2193	0.000247683
Gene2194	0.000325708
Gene2195	0.006841842
Gene2196	0.000240885
Gene2197	0.001385551
Gene2198	0.001597206
Gene2199	0.000421232
Gene2200	0.004556732
Gene2201	0.005568887
Gene2202	0.016037129
Gene2203	0.001936079
Gene2204	0.002390845
Gene2205	0.015848859
Gene2206	0.00037879
Gene2207	0.000247729
Gene2208	0.004002299
Gene2209	0.000580811
Gene2210	0.005697338
Gene2211	0.002109534
Gene2212	0.000177688
Gene2213	0.003190327
Gene2214	0.007254346
Gene2215	0.000608547
Gene2216	0.006514733
Gene2217	0.005429239
Gene2218	0.00830808
Gene2219	0.000684148
Gene2220	0.002422148
Gene2221	0.000808515
Gene2222	0.019963381
Gene2223	0.009696854
Gene2224	0.017821024
Gene2225	0.009480294
Gene2226	0.007028037
Gene2227	0.001697571
Gene2228	0.022241228
Gene2229	0.010237812
Gene2230	0.000673211
Gene2231	0.000107135
Gene2232	0.000678112
Gene2233	0.014677058
Gene2234	0.010118201
Gene2235	0.012284598
Gene2236	0.015747616
Gene2237	0.000170972
Gene2238	0.007176876
Gene2239	0.002459633
Gene2240	0.000919289
Gene2241	0.003365147
Gene2242	0.019992311
Gene2243	0.007308322
Gene2244	0.00116625
Gene2245	0.013716069
Gene2246	0.006138185
Gene2247	0.011333317
Gene2248	0.001900025
Gene2249	0.008571738
Gene2250	0.016493707
Gene2251	0.000684559
Gene2252	0.010963969
Gene2253	0.007420037
Gene2254	0.000470356
Gene2255	0.001879217
Gene2256	0.014737161
Gene2257	0.015541639
Gene2258	0.010071642
Gene2259	0.014125115
Gene2260	0.008276681
Gene2261	0.002268455
Gene2262	0.007566202
Gene2263	0.000282602
Gene2264	0.018225243
Gene2265	0.006230201
Gene2266	0.001214748
Gene2267	0.017824685
Gene2268	0.000425677
Gene2269	0.016281068
Gene2270	0.014809573
Gene2271	0.023234501
Gene2272	0.016936015
Gene2273	0.012339603
Gene2274	0.002916714
Gene2275	0.000542511
Gene2276	0.002065064
Gene2277	0.015565124
Gene2278	6.578319424
Gene2279	0.00715177
Gene2280	0.005211746
Gene2281	0.014883784
Gene2282	0.000304315
Gene2283	0.012078486
Gene2284	0.007132159
Gene2285	0.002190125
Gene2286	0.012446273
Gene2287	0.001345186
Gene2288	0.001936051
Gene2289	0.019752673
Gene2290	0.000916531
Gene2291	0.001806137
Gene2292	0.013339795
Gene2293	0.001372674
Gene2294	0.017740763
Gene2295	0.005644399
Gene2296	0.011433421
Gene2297	0.001000211
Gene2298	0.008195894
Gene2299	6.121934166
Gene2300	0.008249324
Gene2301	0.0108467
Gene2302	0.001359648
Gene2303	0.001606513
Gene2304	0.003727454
Gene2305	0.005898323
Gene2306	0.003632546
Gene2307	0.000109839
Gene2308	0.007008871
Gene2309	0.001703986
Gene2310	0.00191393
Gene2311	0.006741043
Gene2312	0.022833594
Gene2313	0.002275612
Gene2314	0.00150997
Gene2315	0.002846944
Gene2316	0.002904583
Gene2317	0.020125751
Gene2318	0.000594002
Gene2319	0.001741373
Gene2320	9.597182365
Gene2321	0.018885581
Gene2322	0.002813217
Gene2323	0.013129192
Gene2324	0.008889356
Gene2325	0.000710828
Gene2326	0.000597778
Gene2327	0.012034463
Gene2328	0.010425071
Gene2329	0.019907162
Gene2330	0.014495838
Gene2331	0.00817442
Gene2332	0.012674879
Gene2333	0.002119353
Gene2334	0.017049793
Gene2335	0.01928876
Gene2336	0.003704038
Gene2337	0.010903875
Gene2338	0.001631702
Gene2339	0.013175649
Gene2340	0.00569907
Gene2341	0.001538952
Gene2342	0.000731343
Gene2343	0.004841969
Gene2344	8.186209297
Gene2345	0.000758598
Gene2346	0.001038077
Gene2347	0.003611018
Gene2348	0.000132676
Gene2349	0.007133715
Gene2350	0.001165168
Gene2351	0.012284196
Gene2352	0.00877587
Gene2353	0.018021343
Gene2354	0.002449611
Gene2355	0.019989976
Gene2356	0.020492669
Gene2357	0.00658284
Gene2358	0.011664771
Gene2359	0.019143522
Gene2360	0.001370427
Gene2361	0.003933332
Gene2362	0.010810518
Gene2363	1.22776266
Gene2364	4.27272401
Gene2365	0.003639398
Gene2366	0.000499333
Gene2367	0.000975658
Gene2368	0.002811802
Gene2369	0.010213274
Gene2370	0.005833333
Gene2371	0.003138983
Gene2372	0.005602099
Gene2373	0.011739503
Gene2374	0.017806493
Gene2375	0.001370973
Gene2376	0.00877831
Gene2377	0.017227557
Gene2378	0.011739134
Gene2379	0.006581658
Gene2380	0.011552873
Gene2381	0.003194776
Gene2382	0.004517205
Gene2383	0.007705778
Gene2384	0.00610073
Gene2385	0.00031796
Gene2386	0.000365848
Gene2387	0.000449552
Gene2388	0.011010944
Gene2389	0.010411601
Gene2390	0.000407802
Gene2391	0.010296571
Gene2392	0.019843583
Gene2393	0.000252122
Gene2394	0.010183803
Gene2395	0.015391577
Gene2396	0.001001247
Gene2397	0.014003533
Gene2398	0.008579763
Gene2399	0.013265457
Gene2400	0.000492336
Gene2401	0.009141414
Gene2402	0.005632315
Gene2403	6.709627297
Gene2404	0.006939044
Gene2405	0.005673612
Gene2406	0.00025332
Gene2407	0.00374932
Gene2408	0.011406362
Gene2409	0.000573538
Gene2410	0.010007001
