GENE	ANOVA P
Gene4036	0.02742066
Gene4037	0.012547796
Gene4038	0.032198683
Gene4040	0.002407583
Gene4041	0.009537658
Gene4042	0.029557173
Gene4048	0.019354009
Gene4050	0.028393386
Gene4053	0.028947008
Gene4058	0.000298727
Gene4074	0.053024425
Gene4076	0.073718634
Gene4078	0.094333552
Gene4083	0.012360736
Gene4084	0.033295094
Gene4088	0.02403459
Gene4092	0.07681766
Gene4093	0.075248901
Gene4095	0.01732415
Gene4096	0.031729683
Gene4104	0.041112607
Gene4111	0.088858427
Gene4114	0.05786809
Gene4122	0.073165487
Gene4123	0.081545989
Gene4125	0.001799765
Gene4128	0.004316247
Gene4129	0.091018853
Gene4134	0.026966301
Gene4142	0.002125405
Gene4146	0.004364535
Gene4148	0.073090381
Gene4149	0.028812216
Gene4150	0.001829091
Gene4151	0.004016814
Gene4155	0.0703567
Gene4161	0.046696287
Gene4168	0.05099861
Gene4169	0.000160681
Gene4170	0.078194733
Gene4171	0.090118074
Gene4172	0.031181586
Gene4174	0.025441901
Gene4177	0.091181083
Gene4178	0.092767438
Gene4179	0.023688965
Gene4181	0.092792151
Gene4184	0.006179453
Gene4186	0.02722618
Gene4187	0.080131698
Gene4188	9.278460711
Gene4190	0.003794592
Gene4191	0.002474908
Gene4192	0.083554799
Gene4194	0.007067009
Gene4196	0.020817791
Gene4197	0.097095984
Gene4198	0.037660853
Gene4199	0.025851353
Gene4200	0.030579758
Gene4206	0.067724026
Gene4207	0.025788961
Gene4210	0.085909288
Gene4212	0.007909325
Gene4214	0.032883496
Gene4218	0.039142302
Gene4219	0.01271449
Gene4220	0.054984728
Gene4221	0.031156037
Gene4222	0.090150626
Gene4224	0.027321068
Gene4225	0.003989927
Gene4227	0.002520202
Gene4228	0.044685717
Gene4230	0.032450878
Gene4232	0.014832028
Gene4233	0.046789642
Gene4234	0.03641355
Gene4235	0.009831079
Gene4236	0.001191347
Gene4238	0.051180292
Gene4239	0.062058346
Gene4240	0.000216332
Gene4243	0.042558946
Gene4247	0.099912114
Gene4249	0.057438179
Gene4250	0.04205646
Gene4251	0.006947512
Gene4253	0.015538267
Gene4254	0.005689209
Gene4255	0.017352367
Gene4257	0.005844126
Gene4261	0.05846531
Gene4262	0.00156243
Gene4263	0.092439047
Gene4269	0.068586237
Gene4270	0.094299228
Gene4274	0.055392807
Gene4276	0.009179437
Gene4290	0.02615819
Gene4295	0.078410346
Gene4304	0.014469375
Gene4311	0.045958042
Gene4322	0.064696653
Gene4323	0.078098654
Gene4324	0.003939672
Gene4325	0.009169043
Gene4326	0.002478062
Gene4327	0.038149523
Gene4337	0.079283085
Gene4346	0.052264869
Gene4347	0.078505415
Gene4348	0.049270591
Gene4350	0.043260715
Gene4352	0.052837918
Gene4357	0.04218773
Gene4360	0.074364908
Gene4361	0.024257156
Gene4365	0.093131202
Gene4367	0.049751819
Gene4369	0.059317272
Gene4376	0.024322433
Gene4379	0.026673412
Gene4380	0.016924742
Gene4381	0.073419442
Gene4382	0.070085377
Gene4384	0.052285882
Gene4385	0.060761831
Gene4386	0.096232057
Gene4388	0.07972724
Gene4390	0.077638087
Gene4392	0.04067146
Gene4393	0.023248437
Gene4396	0.070898111
Gene4401	0.074083972
Gene4405	0.026619223
Gene4406	0.054027805
Gene4410	0.011512551
Gene4413	0.000324343
Gene4414	0.01736249
Gene4415	0.087225297
Gene4417	0.033900647
Gene4419	0.058569613
Gene4420	0.043566742
Gene4423	0.073932841
Gene4425	0.038244574
Gene4426	0.097542946
Gene4429	0.046731316
Gene4430	0.033730866
Gene4432	0.000525486
Gene4433	0.08662724
Gene4443	0.026326828
Gene4444	0.004677638
Gene4448	0.06162612
Gene4449	0.049732989
Gene4451	0.043494777
Gene4456	0.017255285
Gene4458	0.055696059
Gene4459	0.006912511
Gene4460	0.020780783
Gene4468	0.004540286
Gene4469	0.003181684
Gene4470	0.004848886
Gene4471	0.01488829
Gene4472	0.000674371
Gene4474	0.000142438
Gene4476	0.018279236
Gene4478	0.014431243
Gene4480	0.000956615
Gene4485	0.056920258
Gene4486	0.013971637
Gene4491	0.028326849
Gene4495	0.01391035
Gene4498	0.011902871
Gene4499	0.065835396
Gene4501	0.011183967
Gene4504	0.008535047
Gene4506	0.080738753
Gene4507	0.023381265
Gene4508	0.00900265
Gene4513	0.050596624
Gene4514	0.076184364
Gene4515	0.007506248
Gene4516	0.095250037
Gene4517	0.066343433
Gene4518	0.034181942
Gene4519	0.068788946
Gene4520	0.025192528
Gene4521	0.044314155
Gene4522	0.037961764
Gene4525	0.082995102
Gene4526	0.005895148
Gene4527	0.070675593
Gene4532	0.073897928
Gene4533	0.001995503
Gene4534	0.016139494
Gene4535	0.022141963
Gene4536	0.007818778
Gene4537	0.024337352
Gene4538	0.042001471
Gene4539	0.067154417
Gene4540	0.033473722
Gene4541	0.039028333
Gene4542	0.036909618
Gene4544	0.008510713
Gene4546	0.039720239
Gene4548	0.077600372
Gene4549	0.033132497
Gene4550	0.032286438
Gene4554	0.002629367
Gene4555	0.011194714
Gene4557	0.029056107
Gene4559	0.0096975
Gene4561	0.033128988
Gene4562	0.002647493
Gene4563	0.002869968
Gene4564	0.03938652
Gene4570	0.001819494
Gene4575	0.029836752
Gene4578	0.008821836
Gene4579	0.056212837
Gene4580	0.025998248
Gene4586	0.030402967
Gene4590	0.043656828
Gene4591	0.022106652
Gene4593	0.002795589
Gene4594	0.022444812
Gene4596	0.057428333
Gene4597	0.03767436
Gene4601	0.066088697
Gene4602	0.039154759
Gene4606	0.098219768
Gene4607	0.051043228
Gene4609	0.056854107
Gene4611	0.080228595
Gene4613	0.061028282
Gene4616	0.013449765
Gene4618	0.00042631
Gene4620	0.036972613
Gene4622	0.028440584
Gene4623	0.036162698
Gene4625	0.023475845
Gene4627	0.084500072
Gene4634	0.0610414
Gene4636	3.991202627
Gene4637	0.035793068
Gene4643	0.010392543
Gene4646	0.050435972
Gene4647	0.057989647
Gene4651	0.028441045
Gene4653	0.015740512
Gene4654	0.082919508
Gene4655	0.04901417
Gene4656	0.052795499
Gene4657	0.0683238
Gene4660	0.058686264
Gene4662	0.029640678
Gene4666	0.009904928
Gene4668	0.088364468
Gene4670	0.045038725
Gene4671	0.000470387
Gene4672	0.008727536
Gene4675	0.043954258
Gene4683	0.029840173
Gene4685	0.075805348
Gene4691	0.008082761
Gene4693	0.000556847
Gene4694	0.081481678
Gene4698	0.047419632
Gene4699	0.021327721
Gene4704	0.050562944
Gene4706	0.005166059
Gene4708	0.020724317
Gene4711	0.001528589
Gene4712	0.001173612
Gene4713	0.000136998
Gene4715	0.032922282
Gene4716	0.034055282
Gene4718	0.033823194
Gene4722	0.002497114
Gene4723	0.04043145
Gene4736	0.065795684
Gene4740	0.085395676
Gene4743	0.028028766
Gene4745	0.076261236
Gene4746	0.003124258
Gene4750	0.051891534
Gene4753	0.018078443
Gene4758	0.063484387
Gene4766	0.008794246
Gene4769	0.003939096
Gene4771	0.008003338
Gene4773	0.014596235
Gene4776	0.007031736
Gene4778	0.078350715
Gene4779	0.030756566
Gene4782	0.039081341
Gene4783	0.006958949
Gene4784	0.089650852
Gene4786	0.009556022
Gene4788	0.052386323
Gene4796	0.077787137
Gene4798	0.088599613
Gene4801	0.087264221
Gene4802	0.046996586
Gene4805	0.081210609
Gene4806	0.065639686
Gene4809	0.018291591
Gene4810	0.000600259
Gene4817	0.052671553
Gene4821	0.097174171
Gene4822	0.01851446
Gene4824	0.005078802
Gene4825	0.046827822
Gene4827	0.035295674
Gene4829	0.079574755
Gene4831	0.034485332
Gene4835	0.046587822
Gene4845	0.056366591
Gene4852	0.043833256
Gene4853	0.002520772
Gene4860	0.011624823
Gene4861	0.038268305
Gene4862	0.053985094
Gene4863	0.027723045
Gene4865	0.03517463
Gene4866	0.031291146
Gene4867	0.090805669
Gene4868	0.001604471
Gene4872	0.079103967
Gene4874	0.060033703
Gene4875	0.008650224
Gene4876	0.01605018
Gene4877	0.034396555
Gene4878	0.010317648
Gene4880	0.044745833
Gene4881	0.018892634
Gene4882	0.064026247
Gene4883	0.075059057
Gene4885	0.095306135
Gene4886	0.080553056
Gene4890	0.043864101
Gene4892	0.077348658
Gene4894	0.003934088
Gene4901	0.097734232
Gene4903	0.080691768
Gene4904	0.039755467
Gene4906	0.03403487
Gene4909	0.037717916
Gene4910	0.041114059
Gene4911	0.098559393
Gene4912	0.041089348
Gene4914	0.03387022
Gene4918	0.087858718
Gene4919	0.042591028
Gene4928	0.037541804
Gene4930	0.007334045
Gene4932	0.001919279
Gene4938	0.001076979
Gene4939	0.025875848
Gene4941	0.025959575
Gene4942	0.057585074
Gene4945	0.096616082
Gene4947	0.094358819
Gene4949	0.056116149
Gene4955	0.01223612
Gene4956	0.080686176
Gene4957	0.040823581
Gene4960	0.021122741
Gene4963	0.073739981
Gene4964	0.00123737
Gene4965	0.082533362
Gene4969	0.062727124
Gene4971	0.026535255
Gene4974	0.011309574
Gene4976	0.024544846
Gene4979	0.063585588
Gene4982	0.075635498
Gene4983	0.05448687
Gene4989	0.066939045
Gene4990	0.028820455
Gene4991	0.024673345
Gene4993	0.073867628
Gene4994	0.048507766
Gene4995	0.001020552
Gene4996	0.032970241
Gene5001	0.046080765
Gene5002	0.000450998
Gene5005	0.094691019
Gene5008	0.054465207
Gene5011	0.086303607
Gene5012	0.084606453
Gene5013	0.083910673
Gene5016	0.019679611
Gene5017	0.031734241
Gene5021	0.046597391
Gene5022	0.066259127
Gene5023	0.078139073
Gene5028	0.047430673
Gene5029	0.042984935
Gene5031	0.061343243
Gene5033	0.012249893
Gene5035	0.088015117
Gene5045	0.033838849
Gene5047	0.078973988
Gene5049	0.071424783
Gene5052	0.027153502
Gene5053	0.077563646
Gene5054	0.049485348
Gene5060	0.065902427
Gene5061	0.065990099
Gene5062	0.056207823
Gene5063	0.034180124
Gene5065	0.082198686
Gene5068	0.028301238
Gene5072	0.018116859
Gene5075	0.030661033
Gene5076	0.000335043
Gene5082	0.032709015
Gene5091	0.007805542
Gene5092	0.060786646
Gene5093	0.085527704
Gene5099	0.027642348
Gene5104	0.019674586
Gene5109	0.083760499
Gene5112	0.03039013
Gene5113	0.023487685
Gene5118	0.017198381
Gene5124	0.076641014
Gene5128	0.021880866
Gene5129	0.007545435
Gene5130	0.097274751
Gene5133	0.096410376
Gene5135	0.051008125
Gene5139	0.000197033
Gene5142	0.015434593
Gene5144	0.028628513
Gene5146	0.088372338
Gene5151	0.06244795
Gene5152	0.02496831
Gene5154	0.003721676
Gene5155	0.017174159
Gene5157	0.03085356
Gene5159	0.028120315
Gene5161	0.040297311
Gene5164	0.003779612
Gene5167	0.059255484
Gene5172	0.014811566
Gene5175	0.079792431
Gene5176	0.090039355
Gene5178	0.095175482
Gene5180	0.024483973
Gene5185	0.087071018
Gene5190	0.082948391
Gene5191	0.017317579
Gene5194	0.023583673
Gene5195	0.096097808
Gene5196	0.045505547
Gene5197	0.03874362
Gene5198	0.028609522
Gene5201	0.068550713
Gene5207	0.026284791
Gene5210	0.022888964
Gene5212	0.004642971
Gene5213	0.091550652
Gene5214	0.000225419
Gene5215	0.079280648
Gene5216	0.007385257
Gene5219	0.048116115
Gene5220	0.031753322
Gene5221	0.050803979
Gene5226	0.06993234
Gene5227	0.02604161
Gene5230	0.076723046
Gene5231	0.013917897
Gene5234	0.043287003
Gene5235	0.001425208
Gene5237	0.000967604
Gene5246	0.004738992
Gene5247	0.03058156
Gene5248	0.080675057
Gene5250	0.032116234
Gene5251	0.069146446
Gene5254	0.007010376
Gene5255	0.000996188
Gene5257	0.011164195
Gene5258	0.005837115
Gene5270	0.00059743
Gene5272	0.037212558
Gene5275	0.025664444
Gene5276	0.078887202
Gene5277	0.001200695
Gene5281	0.056744338
Gene5283	0.046324469
Gene5285	0.030621537
Gene5286	0.069110077
Gene5289	0.02625273
Gene5290	0.035558643
Gene5291	0.05119587
Gene5293	0.029599718
Gene5297	0.026124823
Gene5299	0.066188156
Gene5300	0.054252772
Gene5301	0.024702447
Gene5302	0.034268008
Gene5303	0.010577968
Gene5304	0.063900326
Gene5310	0.097119161
Gene5311	0.059260469
Gene5313	0.057488995
Gene5318	0.059681476
Gene5319	0.066381532
Gene5322	0.01376581
Gene5324	0.039088831
Gene5325	0.009626579
Gene5330	0.029820035
Gene5334	0.070536181
Gene5337	0.09860767
Gene5339	0.039884801
Gene5343	0.027501693
Gene5345	0.030024782
Gene5346	0.033774278
Gene5353	0.073968463
Gene5355	0.033566648
Gene5359	0.00568839
Gene5361	0.022736459
Gene5363	0.005028122
Gene5366	0.00106799
Gene5367	0.04563146
Gene5369	0.019388987
Gene5370	0.014792105
Gene5374	0.085663654
Gene5375	0.031763461
Gene5378	0.051159001
Gene5389	0.012847877
Gene5391	0.065666186
Gene5393	0.020371305
Gene5398	0.036082102
Gene5401	0.010135883
Gene5402	0.001357456
Gene5405	0.006722683
Gene5409	0.060241272
Gene5411	0.07461378
Gene5412	0.006851579
Gene5415	0.041734138
Gene5420	0.055131174
Gene5421	0.065833875
Gene5427	0.016171118
Gene5429	0.033235012
Gene5430	0.04663064
Gene5431	0.076831677
Gene5432	0.054831435
Gene5436	0.070762659
Gene5440	0.074034905
Gene5441	0.037982828
Gene5442	0.024592534
Gene5443	0.01142679
Gene5447	0.094812318
Gene5448	0.035628925
Gene5450	0.008780064
Gene5452	0.055505588
Gene5453	0.013127094
Gene5458	0.09959541
Gene5460	0.051144958
Gene5461	0.093174866
Gene5466	0.001921782
Gene5468	0.034595659
Gene5469	0.056030711
Gene5472	0.087167529
Gene5473	0.032810791
Gene5476	0.035874033
Gene5477	0.038922726
Gene5480	0.080103741
Gene5483	0.00806886
Gene5484	0.051835998
Gene5490	0.096428108
Gene5491	0.000330415
Gene5492	0.024167253
Gene5498	0.002569605
Gene5500	0.068893576
Gene5501	0.029013446
Gene5513	0.000421733
Gene5515	0.023660797
Gene5516	0.030231165
Gene5518	0.061642983
Gene5520	0.071935965
Gene5522	0.070777788
Gene5525	0.019275937
Gene5526	0.037985331
Gene5528	0.052404779
Gene5529	0.076105702
Gene5530	0.086743613
Gene5535	0.024680938
Gene5537	0.086982809
Gene5542	0.070502443
Gene5544	0.004758312
Gene5547	0.008628932
Gene5550	0.070825457
Gene5551	0.01635104
Gene5552	0.051133247
Gene5553	0.047858674
Gene5555	0.027038126
Gene5556	0.017082743
Gene5559	0.04408241
Gene5560	0.001556368
Gene5561	4.135388326
Gene5566	0.002041203
Gene5569	0.080225231
Gene5573	0.042081883
Gene5574	0.008142814
Gene5578	0.026686208
Gene5579	0.065749314
Gene5580	0.031413748
Gene5583	0.06409388
Gene5584	0.076088813
Gene5585	0.081862661
Gene5589	0.003037606
Gene5594	0.056348431
Gene5595	0.066176514
Gene5597	0.065871486
Gene5599	0.024154185
Gene5600	0.069980516
Gene5601	0.001999566
Gene5605	0.017494317
Gene5610	0.02018667
Gene5611	0.048812392
Gene5613	0.049748468
Gene5616	0.061935526
Gene5623	0.036553612
Gene5628	0.034050776
Gene5630	0.032724647
Gene5633	0.007541282
Gene5635	0.061953879
Gene5637	0.000760383
Gene5638	0.026452292
Gene5639	0.004652136
Gene5640	4.99450308
Gene5643	0.0158979
Gene5644	0.092793363
Gene5646	0.027054994
Gene5647	0.089253068
Gene5649	0.058555619
Gene5651	0.016818951
Gene5653	0.002157211
Gene5654	0.098818347
Gene5655	0.027064101
Gene5656	0.013000905
Gene5658	0.067521109
Gene5659	0.017736659
Gene5661	0.075256516
Gene5662	0.026231252
Gene5664	0.071403421
Gene5666	0.024314057
Gene5667	0.062030139
Gene5668	2.102565868
Gene5669	0.044873036
Gene5670	0.027874539
Gene5671	0.036460754
Gene5673	0.019152234
Gene5674	0.075766096
Gene5675	0.042242606
Gene5676	0.029277799
Gene5677	0.00805352
Gene5678	0.057969702
Gene5687	0.02596015
Gene5689	0.07224118
Gene5690	0.078999623
Gene5692	0.071081119
Gene5693	0.014307346
Gene5695	0.053568773
Gene5705	0.056058901
Gene5706	0.052067056
Gene5708	0.093356393
Gene5710	0.068698288
Gene5712	0.067480855
Gene5714	0.027309438
Gene5720	0.025669792
Gene5721	0.031130366
Gene5725	0.028138585
Gene5736	0.012602316
Gene5738	0.002289417
Gene5739	0.049057145
Gene5740	0.084473601
Gene5741	0.003012586
Gene5743	0.009720341
Gene5744	0.039209706
Gene5745	0.05335548
Gene5753	0.029967839
Gene5759	0.031464544
Gene5760	0.034080176
Gene5766	0.030549038
Gene5767	0.055849493
Gene5768	0.052289728
Gene5769	0.033145861
Gene5771	0.040281434
Gene5773	0.020851697
Gene5777	0.080915183
Gene5787	0.057666883
Gene5788	0.060606384
Gene5800	0.00683575
Gene5802	0.039858469
Gene5803	0.018580255
Gene5804	0.047811258
Gene5806	0.012160298
Gene5807	0.007536371
Gene5808	0.015523572
Gene5809	0.097479046
Gene5815	0.016625649
Gene5818	0.075402519
Gene5819	0.038110271
Gene5820	0.044893365
Gene5823	0.02281533
Gene5824	0.004611015
Gene5829	0.027019145
Gene5830	0.090319165
Gene5833	0.029376445
Gene5835	0.040945082
Gene5836	0.000117843
Gene5837	0.047204873
Gene5838	0.047900702
Gene5839	0.066587642
Gene5841	0.040209875
Gene5843	0.093198093
Gene5845	0.035535038
Gene5851	0.085623191
Gene5854	0.076443027
Gene5856	0.011967258
Gene5858	0.016269484
Gene5860	0.02444261
Gene5862	0.003742013
Gene5863	0.023475682
Gene5864	0.010199803
Gene5865	0.005404884
Gene5868	0.019397966
Gene5869	0.001941412
Gene5875	0.043657149
Gene5877	0.074349393
Gene5878	0.028569051
Gene5879	0.023986333
Gene5880	0.057641082
Gene5881	0.041496151
Gene5882	0.027538601
Gene5884	0.040734518
Gene5886	0.072671717
Gene5888	0.045291894
Gene5889	0.046176112
Gene5893	0.000146423
Gene5897	0.044337834
Gene5900	0.037142235
Gene5901	0.007397601
Gene5902	0.03378895
Gene5903	0.01361856
Gene5909	0.027892406
Gene5910	0.085283033
Gene5911	0.032388866
Gene5913	0.040116723
Gene5916	0.004610591
Gene5918	0.021503346
Gene5919	0.092613834
Gene5921	0.030334263
Gene5923	0.056195564
Gene5925	0.069316661
Gene5927	0.066074644
Gene5930	0.033680637
Gene5932	0.024419395
Gene5936	0.030222642
Gene5939	0.041236472
Gene5943	0.003106438
Gene5947	0.007354333
Gene5948	0.020988397
Gene5949	0.030081524
Gene5951	0.098318363
Gene5952	0.057526835
Gene5953	0.069531003
Gene5956	0.010709537
Gene5957	0.021462916
Gene5958	0.052365615
Gene5962	0.049410631
Gene5964	0.002822778
Gene5965	0.04164811
Gene5970	0.035192688
Gene5973	0.020266405
Gene5975	0.049270389
Gene5979	0.017219917
Gene5982	0.042485369
Gene5983	0.002011728
Gene5984	0.065664087
Gene5987	0.084378905
Gene5988	0.023827759
Gene5990	0.001415421
Gene5992	0.060399767
Gene5994	0.051724161
Gene6001	0.01754518
Gene6002	0.058832642
Gene6003	0.043949317
Gene6006	0.068747075
Gene6007	0.053223027
Gene6010	0.031826218
Gene6012	0.092268928
Gene6017	0.026666617
Gene6018	0.036442239
Gene6026	0.072826058
Gene6029	0.031087979
Gene6034	0.019982874
Gene6036	0.047820857
Gene6037	0.072650514
Gene6039	0.028343546
Gene6046	0.011407511
Gene6051	0.048146074
Gene6054	0.029698443
Gene6061	0.099594945
Gene6064	0.011179412
Gene6068	0.006176863
Gene6072	0.068963419
Gene6073	0.081840442
Gene6080	0.017267504
Gene6081	0.041599251
Gene6083	0.005917163
Gene6084	0.026549985
Gene6086	0.010372475
Gene6089	0.025871833
Gene6093	0.016730922
Gene6096	0.075656026
Gene6100	0.033555852
Gene6102	0.003534205
Gene6107	0.026789055
Gene6109	0.002234815
Gene6113	0.006910142
Gene6115	0.043579688
Gene6116	0.034111998
Gene6119	0.053750455
Gene6120	0.024217936
Gene6121	0.041909789
Gene6123	0.021648764
Gene6125	0.006657859
Gene6126	0.003132786
Gene6128	0.008083025
Gene6129	0.03008029
Gene6132	0.068717725
Gene6137	0.00764748
Gene6138	0.01690096
Gene6139	0.063623596
Gene6147	0.081841623
Gene6155	0.007456507
Gene6157	0.03954166
Gene6158	0.039379015
Gene6160	0.015020461
Gene6162	0.043305568
Gene6163	0.062812379
Gene6164	0.029292416
Gene6165	0.08914192
Gene6166	0.021327622
Gene6167	0.018920673
Gene6169	0.039663246
Gene6170	0.057418098
Gene6171	0.076154293
Gene6175	0.0318227
Gene6176	0.008475292
Gene6177	0.040609746
Gene6178	0.023809028
Gene6179	0.049984564
Gene6180	0.053672456
Gene6182	0.043541671
Gene6183	0.000642673
Gene6186	0.053826711
Gene6187	0.015221665
Gene6192	0.020845707
Gene6195	0.048461959
Gene6199	0.039344621
Gene6206	0.032048076
Gene6213	0.034383854
Gene6216	0.0223281
Gene6217	0.000222064
Gene6220	0.031516929
Gene6222	0.043243895
Gene6224	0.015478984
Gene6225	0.006550036
Gene6230	0.090416237
Gene6232	0.010171355
Gene6235	0.072812816
Gene6236	0.098744638
Gene6239	0.069230012
Gene6241	0.078422414
Gene6242	0.000797936
Gene6243	0.006597833
Gene6245	0.056827668
Gene6248	0.047066784
Gene6251	0.002434787
Gene6259	0.00505091
Gene6264	0.079775618
Gene6266	0.00182222
Gene6280	0.054241188
Gene6283	0.083400314
Gene6286	0.016314345
Gene6287	0.020361539
Gene6289	0.048186437
Gene6290	0.036238929
Gene6291	0.016672162
Gene6295	0.057634101
Gene6297	0.064687757
Gene6298	0.001047734
Gene6299	0.072665205
Gene6300	0.095866388
Gene6301	0.052732304
Gene6306	0.086402968
Gene6314	0.056794365
Gene6316	0.074645613
Gene6319	0.00181366
Gene6321	0.051840328
Gene6322	0.001421177
Gene6324	0.061811576
Gene6325	0.001752438
Gene6328	0.040542127
Gene6329	0.072151627
Gene6331	0.009906416
Gene6333	0.091257868
Gene6334	0.000625724
Gene6341	0.06857985
Gene6344	0.002027207
Gene6345	0.009041905
Gene6347	0.067399848
Gene6348	0.059062738
Gene6350	0.042937748
Gene6352	0.072233546
Gene6353	0.038431955
Gene6354	0.002180711
Gene6355	0.000307117
Gene6356	0.093616149
Gene6357	0.012406975
Gene6359	0.056830646
Gene6362	0.076809726
Gene6366	0.041972695
Gene6367	0.09183516
Gene6369	0.093646732
Gene6370	0.038169613
Gene6371	0.014554939
Gene6373	0.037335356
Gene6378	0.008770736
Gene6380	0.031727365
Gene6381	0.025876744
Gene6382	0.003257618
Gene6383	0.071685273
Gene6384	0.025190326
Gene6387	0.057872951
Gene6388	0.000174367
Gene6391	0.092942821
Gene6393	0.012504233
Gene6396	0.099146834
Gene6401	0.096204265
Gene6402	0.001469519
Gene6404	0.004587889
Gene6407	0.043268781
Gene6410	0.077866025
Gene6411	0.003391668
Gene6415	0.081484943
Gene6416	0.073177238
Gene6418	0.044358922
Gene6420	0.009366419
Gene6421	0.098820533
Gene6422	0.030884551
Gene6423	0.009777941
Gene6427	0.043000503
Gene6428	0.039415353
Gene6431	0.032199776
Gene6434	0.002264651
Gene6435	0.087896355
Gene6437	0.007605575
Gene6438	0.000756348
Gene6439	0.024908873
Gene6442	0.009261187
Gene6444	0.0119456
Gene6448	0.032668494
Gene6450	0.00238125
Gene6451	0.023017073
Gene6452	0.092289084
Gene6454	0.002065825
Gene6456	0.025505505
Gene6458	0.088428185
Gene6460	0.036088338
Gene6465	0.078503195
Gene6466	0.066910042
Gene6469	0.067607453
Gene6470	0.025392794
Gene6479	0.006893067
Gene6482	0.006955845
Gene6484	0.016647963
Gene6485	0.036932595
Gene6486	6.740492013
Gene6497	0.061532615
Gene6499	0.034012307
Gene6500	0.020456755
Gene6501	0.095857885
Gene6508	0.01763736
Gene6510	0.003766857
Gene6512	0.081887606
Gene6514	0.006923526
Gene6516	0.000436378
Gene6517	0.075970672
Gene6520	0.061949392
Gene6522	0.062667701
Gene6523	0.069330262
Gene6525	0.049228345
Gene6526	0.049953481
Gene6529	0.070178276
Gene6536	0.048346661
Gene6537	0.073125308
Gene6546	0.046624682
Gene6547	0.00233719
Gene6548	0.023059164
Gene6554	0.024676195
Gene6555	0.053725148
Gene6557	0.03651396
Gene6559	0.037903708
Gene6560	0.080882114
Gene6561	0.047994011
Gene6565	0.098298137
Gene6568	0.063754824
Gene6569	0.004721905
Gene6571	0.048176376
Gene6574	0.058250331
Gene6576	0.092233249
Gene6577	0.025972746
Gene6578	0.015601389
Gene6579	0.009677734
Gene6581	0.047026089
Gene6582	0.016954409
Gene6583	0.01127133
Gene6586	0.040782767
Gene6590	0.070686239
Gene6592	0.025311232
Gene6593	0.001369313
Gene6594	0.002658789
Gene6597	0.096676405
Gene6598	0.092206591
Gene6599	0.056473922
Gene6600	0.096841292
Gene6601	0.080579557
Gene6602	0.013878278
Gene6605	0.067539752
Gene6606	0.014099414
Gene6608	0.016305126
Gene6609	0.086706674
Gene6610	0.005277529
Gene6611	0.05178785
Gene6613	0.000200506
Gene6614	0.003772915
Gene6616	0.051392881
Gene6617	0.051122083
Gene6619	0.066741299
Gene6621	0.018467
Gene6622	0.013193835
Gene6624	0.041162917
Gene6630	0.010695405
Gene6631	0.019696375
Gene6632	0.032646256
Gene6633	0.006695884
Gene6638	0.001436388
Gene6641	0.039934047
Gene6642	0.051541154
Gene6645	0.057183097
Gene6652	0.078233622
Gene6657	0.021058692
Gene6658	0.020647818
Gene6661	0.071223522
Gene6666	0.061567784
Gene6667	0.00676806
Gene6670	0.001781418
Gene6673	0.040528798
Gene6674	0.030123423
Gene6676	0.094186165
Gene6685	0.088967975
Gene6687	0.027756915
Gene6690	0.094073699
Gene6692	0.088171727
Gene6693	0.063681163
Gene6703	0.062636049
Gene6704	0.014585017
Gene6706	0.093565661
Gene6708	0.043470455
Gene6714	0.0004084
Gene6715	0.067620967
Gene6719	0.015858218
Gene6724	0.064589277
Gene6726	0.070544796
Gene6729	0.089028391
Gene6732	0.031593627
Gene6734	0.036786054
Gene6741	0.040983325
Gene6742	0.00165704
Gene6743	0.021551145
Gene6747	0.070484715
Gene6748	0.00193365
Gene6754	0.004931303
Gene6760	0.091708283
Gene6762	0.000126715
Gene6763	0.001850269
Gene6764	0.011047161
Gene6765	0.092056996
Gene6766	0.076090531
Gene6773	0.030721678
Gene6774	0.042127797
Gene6792	0.052821271
Gene6793	0.004603411
Gene6795	0.000755879
Gene6804	0.001357076
Gene6809	0.021561778
Gene6814	0.032014603
Gene6816	0.055761515
Gene6817	0.013450943
Gene6825	0.033468238
Gene6828	0.014117157
Gene6829	0.005568736
Gene6833	0.063479059
Gene6834	0.08092716
Gene6835	0.015738155
Gene6837	0.033492923
Gene6838	0.055077357
Gene6839	0.006605595
Gene6840	0.002722738
Gene6842	0.020881775
Gene6846	0.023895433
Gene6847	0.008640006
Gene6848	0.062771536
Gene6851	0.03453568
Gene6853	0.035739447
Gene6856	0.070082978
Gene6865	0.084217888
Gene6868	0.0086166
Gene6870	0.046816657
Gene6872	0.062267912
Gene6873	0.003224172
Gene6874	0.075522648
Gene6875	0.073562499
Gene6881	0.051517769
Gene6883	0.004830104
Gene6886	0.029588247
Gene6888	0.00376095
Gene6889	0.082057169
Gene6891	0.000110569
Gene6893	0.036291613
Gene6894	0.091307583
Gene6896	0.07324628
Gene6898	0.002583294
Gene6904	0.051596857
Gene6906	0.013864535
Gene6911	0.016271591
Gene6921	0.002198115
Gene6925	0.033084326
Gene6927	0.042625863
Gene6930	0.055259919
Gene6931	0.093100597
Gene6932	0.063480187
Gene6934	0.064781028
Gene6935	0.023216451
Gene6936	0.0316339
Gene6937	0.063546587
Gene6943	0.004461819
Gene6944	0.07164002
Gene6947	0.098631435
Gene6948	0.088112062
Gene6949	0.011805861
Gene6952	0.061405826
Gene6954	0.03939927
Gene6955	0.021133132
Gene6961	0.054413156
